Unnamed: 0,Owner,Size,Type,Quality,DaysInDeposit,week
1269,2,2,DRY,CLASE B-C,28,5
1270,2,2,DRY,CLASE B-C,25,5
1271,2,2,DRY,CLASE B-C,28,5
1272,2,2,DRY,CLASE B-C,26,5
1273,2,2,DRY,CLASE B-C,28,5
1274,2,2,DRY,CLASE B-C,26,5
1275,2,2,DRY,CLASE B-C,26,5
1276,3,2,DRY,CLASE A,25,5
1277,3,2,DRY,CLASE B-C,18,5
1278,3,2,DRY,CLASE A,23,5
1279,3,2,DRY,CLASE A,25,5
1280,3,2,DRY,CLASE A,23,5
1281,3,2,DRY,CLASE A,23,5
1282,3,2,DRY,CLASE A,25,5
1283,3,2,DRY,CLASE A,23,5
1284,3,2,DRY,CLASE A,25,5
1285,8,2,DRY,CLASE B-C,25,5
1286,8,2,RF,CLASE B-C,24,5
1287,6,2,RF,CLASE B-C,25,5
1288,6,2,RF,CLASE B-C,29,5
1289,6,2,RF,CLASE B-C,25,5
1290,6,2,RF,CLASE B-C,26,5
1291,6,2,RF,CLASE B-C,27,5
1292,6,2,RF,CLASE B-C,27,5
1293,6,2,RF,CLASE B-C,25,5
1294,6,2,DRY,CLASE B-C,24,5
1295,6,1,DRY,INSPECTION,25,5
1296,6,2,RF,CLASE B-C,25,5
1297,6,2,RF,CLASE B-C,27,5
1298,7,2,DRY,CLASE B-C,18,5
1299,7,2,RF,CLASE B-C,28,5
1300,9,2,DRY,CLASE B-C,6,5
1301,2,2,DRY,CLASE B-C,21,5
1302,2,2,DRY,CLASE B-C,23,5
1303,2,2,DRY,CLASE B-C,20,5
1304,2,2,DRY,CLASE B-C,20,5
1305,2,2,DRY,CLASE A,21,5
1306,2,2,DRY,CLASE B-C,26,5
1307,2,2,DRY,CLASE B-C,20,5
1308,2,2,DRY,CLASE B-C,20,5
1309,2,2,DRY,CLASE A,23,5
1310,2,2,DRY,CLASE B-C,19,5
1311,2,2,DRY,CLASE A,21,5
1312,2,2,DRY,CLASE D,21,5
1313,2,2,DRY,CLASE B-C,25,5
1314,2,2,DRY,CLASE B-C,21,5
1315,2,2,DRY,CLASE B-C,21,5
1316,2,2,DRY,CLASE B-C,21,5
1317,2,2,DRY,CLASE B-C,26,5
1318,2,2,DRY,CLASE B-C,21,5
1319,2,2,DRY,CLASE B-C,26,5
1320,2,2,DRY,CLASE B-C,21,5
1321,2,2,DRY,CLASE B-C,21,5
1322,2,2,DRY,CLASE B-C,21,5
1323,2,2,DRY,CLASE B-C,21,5
1324,2,2,DRY,CLASE B-C,21,5
1325,2,2,DRY,CLASE B-C,21,5
1326,2,2,DRY,CLASE B-C,21,5
1327,2,2,DRY,CLASE B-C,26,5
1328,2,2,DRY,CLASE B-C,21,5
1329,2,2,DRY,CLASE D,20,5
1330,2,2,DRY,CLASE B-C,20,5
1331,2,2,DRY,CLASE B-C,24,5
1332,2,2,DRY,CLASE B-C,20,5
1333,2,2,DRY,CLASE B-C,21,5
1334,2,2,DRY,CLASE B-C,21,5
1335,2,2,DRY,CLASE B-C,21,5
1336,2,2,DRY,CLASE B-C,21,5
1337,2,2,RF,CLASE B-C,5,5
1338,2,2,DRY,CLASE B-C,21,5
1339,2,2,DRY,CLASE B-C,26,5
1340,2,2,DRY,CLASE B-C,23,5
1341,2,2,DRY,CLASE B-C,25,5
1342,2,2,DRY,CLASE B-C,20,5
1343,2,2,DRY,CLASE B-C,21,5
1344,2,2,DRY,CLASE B-C,21,5
1345,2,2,DRY,CLASE B-C,20,5
1346,2,2,DRY,CLASE B-C,21,5
1347,2,2,DRY,CLASE B-C,25,5
1348,2,2,DRY,CLASE B-C,25,5
1349,2,2,DRY,CLASE B-C,23,5
1350,2,2,DRY,CLASE B-C,21,5
1351,2,2,DRY,CLASE B-C,21,5
1352,2,2,DRY,CLASE B-C,21,5
1353,2,2,DRY,CLASE B-C,21,5
1354,2,2,DRY,CLASE B-C,22,5
1355,2,2,DRY,CLASE B-C,25,5
1356,2,2,DRY,CLASE B-C,21,5
1357,2,2,DRY,CLASE B-C,22,5
1358,2,2,DRY,CLASE B-C,25,5
1359,2,2,DRY,CLASE B-C,21,5
1360,2,2,DRY,CLASE B-C,21,5
1361,2,2,DRY,CLASE B-C,21,5
1362,2,2,DRY,CLASE B-C,21,5
1363,2,2,DRY,CLASE B-C,26,5
1364,2,2,DRY,CLASE B-C,21,5
1365,2,2,DRY,CLASE B-C,25,5
1366,2,2,DRY,CLASE B-C,23,5
1367,2,2,DRY,CLASE B-C,22,5
1368,2,2,DRY,CLASE B-C,23,5
1369,2,2,DRY,CLASE B-C,21,5
1370,2,2,DRY,CLASE B-C,19,5
1371,2,2,DRY,CLASE B-C,21,5
1372,2,2,DRY,CLASE B-C,21,5
1373,2,2,DRY,CLASE B-C,20,5
1374,2,2,DRY,CLASE B-C,21,5
1375,2,2,DRY,CLASE B-C,23,5
1376,2,2,DRY,CLASE B-C,18,5
1377,2,2,DRY,CLASE B-C,19,5
1378,2,2,DRY,CLASE B-C,20,5
1379,2,2,DRY,CLASE D,23,5
1380,2,2,DRY,CLASE B-C,21,5
1381,2,2,DRY,CLASE B-C,25,5
1382,2,2,DRY,CLASE B-C,21,5
1383,2,2,DRY,CLASE D,23,5
1384,2,2,DRY,CLASE B-C,21,5
1385,2,2,DRY,CLASE B-C,20,5
1386,2,2,DRY,CLASE B-C,21,5
1387,2,2,DRY,CLASE B-C,26,5
1388,2,2,DRY,CLASE B-C,20,5
1389,2,2,DRY,CLASE B-C,20,5
1390,2,2,DRY,CLASE B-C,26,5
1391,2,2,DRY,CLASE B-C,21,5
1392,2,2,DRY,CLASE B-C,23,5
1393,2,2,DRY,CLASE B-C,22,5
1394,2,2,DRY,CLASE B-C,22,5
1395,2,2,DRY,CLASE B-C,21,5
1396,2,2,DRY,CLASE B-C,21,5
1397,2,2,DRY,CLASE B-C,20,5
1398,2,2,DRY,CLASE B-C,21,5
1399,2,2,DRY,CLASE B-C,21,5
1400,2,2,DRY,CLASE D,19,5
1401,2,2,DRY,CLASE B-C,19,5
1402,2,2,DRY,CLASE B-C,26,5
1403,2,2,DRY,CLASE B-C,20,5
1404,2,2,DRY,CLASE B-C,21,5
1405,2,2,DRY,CLASE B-C,23,5
1406,2,2,DRY,CLASE B-C,21,5
1407,2,2,DRY,CLASE B-C,22,5
1408,2,2,DRY,CLASE B-C,21,5
1409,2,2,DRY,CLASE B-C,21,5
1410,2,2,DRY,CLASE B-C,21,5
1411,2,2,DRY,CLASE B-C,21,5
1412,2,2,DRY,CLASE B-C,21,5
1413,2,2,DRY,CLASE B-C,25,5
1414,2,2,DRY,CLASE B-C,26,5
1415,2,2,DRY,CLASE B-C,26,5
1416,2,2,DRY,CLASE B-C,26,5
1417,2,2,DRY,CLASE B-C,20,5
1418,2,2,DRY,CLASE B-C,22,5
1419,2,2,DRY,CLASE A,21,5
1420,2,2,DRY,CLASE B-C,20,5
1421,2,2,DRY,CLASE B-C,21,5
1422,2,2,DRY,CLASE B-C,21,5
1423,5,2,DRY,CLASE B-C,23,5
1424,5,2,DRY,CLASE B-C,23,5
1425,5,2,DRY,INSPECTION,25,5
1426,1,2,DRY,CLASE B-C,15,5
1427,1,2,RF,CLASE B-C,27,5
1428,1,2,RF,CLASE B-C,24,5
1429,1,2,RF,CLASE B-C,26,5
1430,1,2,DRY,CLASE B-C,25,5
1431,3,2,DRY,CLASE B-C,19,5
1432,3,2,DRY,CLASE B-C,19,5
1433,3,2,DRY,CLASE B-C,24,5
1434,3,2,DRY,CLASE B-C,24,5
1435,3,2,DRY,CLASE B-C,1,5
1436,3,2,DRY,CLASE B-C,24,5
1437,3,2,DRY,CLASE B-C,1,5
1438,3,2,DRY,CLASE B-C,24,5
1439,6,2,RF,CLASE B-C,22,5
1440,6,1,DRY,INSPECTION,16,5
1441,7,2,RF,CLASE B-C,21,5
1442,7,2,DRY,CLASE B-C,15,5
1443,7,2,RF,CLASE B-C,20,5
1444,7,2,RF,CLASE B-C,23,5
1445,1,2,DRY,CLASE B-C,23,5
1446,1,2,DRY,CLASE B-C,23,5
1447,1,2,DRY,CLASE B-C,22,5
1448,1,2,DRY,CLASE B-C,21,5
1449,1,2,DRY,CLASE B-C,21,5
1450,1,2,DRY,CLASE B-C,21,5
1451,1,2,DRY,CLASE B-C,21,5
1452,1,2,DRY,CLASE B-C,21,5
1453,1,2,DRY,CLASE B-C,21,5
1454,1,2,DRY,CLASE B-C,21,5
1455,1,2,DRY,CLASE B-C,21,5
1456,1,2,DRY,CLASE B-C,21,5
1457,1,2,DRY,CLASE B-C,19,5
1458,1,2,DRY,CLASE B-C,19,5
1459,1,2,DRY,CLASE B-C,19,5
1460,7,2,RF,CLASE B-C,18,5
1461,6,1,DRY,INSPECTION,14,5
1462,6,1,DRY,INSPECTION,14,5
1463,6,1,DRY,INSPECTION,13,5
1464,6,1,DRY,INSPECTION,14,5
1465,6,1,DRY,INSPECTION,14,5
1466,6,1,DRY,INSPECTION,14,5
1467,6,1,DRY,INSPECTION,14,5
1468,6,1,DRY,INSPECTION,11,5
1469,6,1,DRY,INSPECTION,14,5
1470,6,1,DRY,INSPECTION,14,5
1471,6,1,DRY,INSPECTION,14,5
1472,7,2,DRY,CLASE B-C,12,5
1473,7,2,DRY,CLASE B-C,15,5
1474,7,2,DRY,CLASE B-C,15,5
1475,7,2,DRY,CLASE B-C,16,5
1476,7,2,DRY,CLASE B-C,13,5
1477,7,2,DRY,CLASE B-C,15,5
1478,7,2,DRY,CLASE B-C,16,5
1479,7,2,DRY,CLASE B-C,13,5
1480,7,2,DRY,CLASE B-C,13,5
1481,7,2,DRY,CLASE B-C,15,5
1482,7,2,DRY,CLASE B-C,12,5
1483,7,2,DRY,CLASE B-C,15,5
1484,7,2,DRY,CLASE B-C,15,5
1485,7,2,DRY,CLASE B-C,13,5
1486,9,2,RF,CLASE B-C,9,5
1487,9,2,DRY,CLASE B-C,11,5
1488,9,1,DRY,CLASE B,11,5
1489,9,2,DRY,CLASE B-C,11,5
1490,2,2,DRY,CLASE B-C,10,5
1491,2,2,DRY,CLASE B-C,13,5
1492,2,2,DRY,CLASE B-C,14,5
1493,2,1,DRY,CLASE B-C,9,5
1494,2,2,RF,CLASE B-C,2,5
1495,2,2,DRY,CLASE B-C,9,5
1496,2,2,DRY,CLASE B-C,10,5
1497,2,2,DRY,CLASE B-C,10,5
1498,2,2,DRY,CLASE B-C,10,5
1499,1,2,RF,CLASE B-C,10,5
1500,1,2,DRY,CLASE B-C,12,5
1501,1,2,DRY,CLASE B-C,12,5
1502,1,2,DRY,CLASE B-C,12,5
1503,1,2,DRY,CLASE B-C,9,5
1504,1,2,DRY,CLASE B-C,9,5
1505,1,2,DRY,CLASE B-C,10,5
1506,1,2,DRY,CLASE B-C,12,5
1507,1,2,DRY,CLASE B-C,12,5
1508,1,2,RF,CLASE B-C,6,5
1509,1,2,DRY,CLASE B-C,12,5
1510,1,2,RF,CLASE B-C,14,5
1511,1,2,DRY,CLASE B-C,15,5
1512,1,2,DRY,CLASE B-C,15,5
1513,1,2,DRY,CLASE B-C,15,5
1514,1,2,DRY,CLASE B-C,15,5
1515,1,2,DRY,CLASE B-C,12,5
1516,1,2,DRY,CLASE B-C,12,5
1517,1,2,DRY,CLASE B-C,12,5
1518,1,2,DRY,CLASE B-C,11,5
1519,1,2,DRY,CLASE B-C,12,5
1520,1,2,DRY,CLASE B-C,12,5
1521,1,2,DRY,CLASE B-C,12,5
1522,1,2,DRY,CLASE B-C,12,5
1523,1,2,DRY,CLASE B-C,12,5
1524,1,2,DRY,CLASE B-C,10,5
1525,1,2,DRY,CLASE B-C,11,5
1526,1,2,DRY,CLASE B-C,10,5
1527,1,2,DRY,CLASE B-C,10,5
1528,1,2,DRY,CLASE B-C,10,5
1529,1,2,DRY,CLASE B-C,10,5
1530,1,2,DRY,CLASE B-C,10,5
1531,1,2,DRY,CLASE B-C,10,5
1532,1,2,DRY,CLASE B-C,11,5
1533,1,2,DRY,CLASE B-C,10,5
1534,1,2,DRY,CLASE B-C,11,5
1535,1,2,DRY,CLASE B-C,10,5
1536,1,2,DRY,CLASE B-C,10,5
1537,1,2,DRY,CLASE B-C,10,5
1538,1,2,DRY,CLASE B-C,10,5
1539,1,2,DRY,CLASE B-C,10,5
1540,1,2,DRY,CLASE B-C,10,5
1541,1,2,DRY,CLASE B-C,10,5
1542,1,2,DRY,CLASE B-C,10,5
1543,1,2,DRY,CLASE B-C,10,5
1544,1,2,DRY,CLASE B-C,10,5
1545,1,2,DRY,CLASE B-C,10,5
1546,1,2,DRY,CLASE B-C,10,5
1547,1,2,DRY,CLASE B-C,10,5
1548,1,2,DRY,CLASE B-C,10,5
1549,1,2,DRY,CLASE B-C,10,5
1550,1,2,DRY,CLASE B-C,10,5
1551,1,2,DRY,CLASE B,10,5
1552,1,2,DRY,CLASE B-C,11,5
1553,1,2,DRY,CLASE B-C,10,5
1554,1,2,DRY,CLASE B-C,10,5
1555,1,2,DRY,CLASE B-C,9,5
1556,1,2,DRY,CLASE B-C,9,5
1557,1,2,DRY,CLASE B-C,9,5
1558,1,2,DRY,CLASE B-C,9,5
1559,1,2,DRY,CLASE B-C,9,5
1560,1,2,DRY,CLASE B-C,9,5
1561,1,2,DRY,CLASE B-C,9,5
1562,8,2,DRY,CLASE B-C,3,5
1563,6,2,RF,CLASE B-C,2,5
1564,6,2,DRY,CLASE B-C,1,5
1565,6,2,DRY,CLASE B-C,1,5
1566,6,2,DRY,CLASE B-C,1,5
1567,7,2,DRY,CLASE B-C,8,5
1568,7,2,DRY,CLASE B-C,9,5
1569,7,2,DRY,CLASE B-C,9,5
1570,7,2,DRY,CLASE B-C,8,5
1571,7,2,DRY,CLASE B-C,8,5
1572,7,2,DRY,CLASE B-C,9,5
1573,7,2,DRY,CLASE B-C,6,5
1574,7,2,DRY,CLASE B-C,7,5
1575,7,2,DRY,CLASE B-C,6,5
1576,7,2,DRY,CLASE B-C,8,5
1577,7,2,DRY,CLASE B-C,4,5
1578,7,2,DRY,CLASE B-C,6,5
1579,7,2,DRY,CLASE B-C,8,5
1580,7,2,DRY,CLASE B-C,6,5
1581,7,2,DRY,CLASE B-C,8,5
1582,7,2,DRY,CLASE B-C,3,5
1583,7,2,DRY,CLASE B-C,8,5
1584,7,2,DRY,CLASE B-C,5,5
1585,7,2,DRY,CLASE B-C,4,5
1586,7,2,DRY,CLASE B-C,9,5
1587,7,2,DRY,CLASE B-C,4,5
1588,7,2,DRY,CLASE B-C,6,5
1589,7,2,DRY,CLASE B-C,9,5
1590,7,2,DRY,CLASE B-C,9,5
1591,7,2,DRY,CLASE B-C,6,5
1592,7,2,DRY,CLASE B-C,9,5
1593,7,2,DRY,CLASE B-C,9,5
1594,7,2,DRY,CLASE B-C,5,5
1595,7,2,DRY,CLASE B-C,4,5
1596,7,2,DRY,CLASE B-C,9,5
1597,7,2,DRY,CLASE A,6,5
1598,7,2,DRY,CLASE B-C,6,5
1599,7,2,DRY,CLASE B-C,8,5
1600,7,2,DRY,CLASE B-C,7,5
1601,7,2,DRY,CLASE B-C,6,5
1602,7,2,DRY,CLASE B-C,3,5
1603,7,2,DRY,CLASE B-C,8,5
1604,7,2,DRY,CLASE B-C,5,5
1605,7,2,DRY,CLASE B-C,1,5
1606,7,2,DRY,CLASE B-C,7,5
1607,7,2,DRY,CLASE B-C,7,5
1608,7,2,DRY,CLASE B-C,9,5
1609,7,2,DRY,CLASE B-C,6,5
1610,7,2,DRY,CLASE B-C,9,5
1611,7,2,DRY,CLASE B-C,7,5
1612,7,2,DRY,CLASE B-C,8,5
1613,7,2,DRY,CLASE B-C,6,5
1614,7,2,DRY,CLASE B-C,5,5
1615,7,2,DRY,CLASE B-C,8,5
1616,7,2,DRY,CLASE B-C,8,5
1617,7,2,DRY,CLASE B-C,4,5
1618,7,2,DRY,CLASE B-C,8,5
1619,7,2,DRY,CLASE B-C,8,5
1620,7,2,DRY,CLASE B-C,8,5
1621,7,2,DRY,CLASE B,6,5
1622,7,2,DRY,CLASE B-C,6,5
1623,7,2,DRY,CLASE B-C,6,5
1624,7,2,DRY,CLASE B-C,8,5
1625,7,2,DRY,CLASE B-C,6,5
1626,7,2,DRY,CLASE B-C,8,5
1627,7,2,DRY,CLASE B-C,3,5
1628,7,2,DRY,CLASE B-C,4,5
1629,7,2,DRY,CLASE B-C,8,5
1630,7,2,DRY,CLASE B-C,6,5
1631,7,2,DRY,CLASE B-C,9,5
1632,7,2,DRY,CLASE B-C,9,5
1633,7,2,DRY,CLASE B-C,9,5
1634,7,2,DRY,CLASE B-C,4,5
1635,7,2,DRY,CLASE B-C,9,5
1636,7,2,DRY,CLASE B-C,6,5
1637,7,2,DRY,CLASE B-C,6,5
1638,7,2,DRY,CLASE B-C,9,5
1639,7,2,DRY,CLASE B-C,9,5
1640,7,2,DRY,CLASE B-C,6,5
1641,7,2,DRY,CLASE B-C,8,5
1642,7,2,DRY,CLASE B-C,6,5
1643,7,2,DRY,CLASE B-C,7,5
1644,7,2,DRY,CLASE B-C,5,5
1645,7,2,DRY,CLASE B-C,8,5
1646,7,2,DRY,CLASE D,7,5
1647,7,2,DRY,CLASE B-C,8,5
1648,7,2,DRY,CLASE B-C,9,5
1649,7,2,DRY,CLASE B-C,6,5
1650,7,2,DRY,CLASE B-C,9,5
1651,7,2,DRY,CLASE B-C,9,5
1652,7,2,DRY,CLASE B-C,4,5
1653,7,2,DRY,CLASE B-C,5,5
1654,7,2,DRY,CLASE B-C,6,5
1655,7,2,DRY,CLASE B-C,4,5
1656,7,2,DRY,CLASE B-C,6,5
1657,7,2,DRY,CLASE B-C,8,5
1658,7,2,DRY,CLASE B-C,3,5
1659,7,2,DRY,CLASE B-C,9,5
1660,7,2,DRY,CLASE B-C,7,5
1661,7,2,DRY,CLASE B-C,8,5
1662,7,2,DRY,CLASE B-C,4,5
1663,7,2,DRY,CLASE B-C,8,5
1664,7,2,DRY,CLASE B-C,8,5
1665,7,2,DRY,CLASE B-C,9,5
1666,7,2,DRY,CLASE B-C,5,5
1667,7,2,DRY,CLASE B-C,8,5
1668,7,2,DRY,CLASE B-C,3,5
1669,7,2,DRY,CLASE B-C,9,5
1670,7,2,DRY,CLASE B-C,8,5
1671,7,2,DRY,CLASE B-C,9,5
1672,7,2,DRY,CLASE B-C,6,5
1673,7,2,DRY,CLASE B-C,7,5
1674,7,2,DRY,CLASE B-C,1,5
1675,7,2,DRY,CLASE B-C,3,5
1676,7,2,DRY,CLASE B-C,8,5
1677,7,2,DRY,CLASE B-C,8,5
1678,1,2,DRY,CLASE D,10,5
1679,1,2,RF,CLASE B-C,10,5
1680,7,2,DRY,CLASE B-C,6,5
1681,7,2,DRY,CLASE B-C,4,5
1682,7,2,DRY,CLASE B-C,8,5
1683,7,2,DRY,CLASE B-C,5,5
1684,7,2,DRY,CLASE B-C,4,5
1685,7,2,DRY,CLASE B-C,6,5
1686,7,2,DRY,CLASE B-C,7,5
1687,7,2,DRY,CLASE B-C,7,5
1688,7,2,DRY,CLASE B-C,6,5
1689,7,2,DRY,CLASE B-C,6,5
1690,7,2,DRY,CLASE B-C,5,5
1691,7,2,DRY,CLASE B-C,5,5
1692,7,2,DRY,CLASE B-C,5,5
1693,7,2,DRY,CLASE B-C,6,5
1694,7,2,DRY,CLASE B-C,7,5
1695,7,2,DRY,CLASE B-C,5,5
1696,7,2,DRY,CLASE B-C,6,5
1697,7,2,DRY,CLASE B-C,7,5
1698,7,2,DRY,CLASE B-C,7,5
1699,7,2,DRY,CLASE B-C,4,5
1700,7,2,DRY,CLASE B-C,6,5
1701,7,2,DRY,CLASE B-C,7,5
1702,7,2,DRY,CLASE B-C,8,5
1703,7,2,DRY,CLASE B-C,7,5
1704,7,2,DRY,CLASE B-C,6,5
1705,7,2,DRY,CLASE B-C,3,5
1706,7,2,DRY,CLASE B-C,7,5
1707,7,2,DRY,CLASE B-C,7,5
1708,7,2,DRY,CLASE B-C,4,5
1709,7,2,DRY,CLASE B-C,7,5
1710,7,2,DRY,CLASE B-C,7,5
1711,7,2,DRY,CLASE B-C,6,5
1712,7,2,DRY,CLASE B-C,5,5
1713,7,2,DRY,CLASE B-C,5,5
1714,7,2,DRY,CLASE B-C,7,5
1715,7,2,DRY,CLASE B-C,6,5
1716,7,2,DRY,CLASE B-C,6,5
1717,7,2,DRY,CLASE B-C,6,5
1718,7,2,DRY,CLASE B-C,5,5
1719,7,2,DRY,CLASE B-C,5,5
1720,7,2,DRY,CLASE B-C,6,5
1721,7,2,DRY,CLASE B-C,6,5
1722,7,2,DRY,CLASE B-C,6,5
1723,7,2,DRY,CLASE B-C,6,5
1724,7,2,DRY,CLASE B-C,7,5
1725,7,2,DRY,CLASE B-C,6,5
1726,7,2,DRY,CLASE B-C,6,5
1727,7,2,DRY,CLASE B-C,7,5
1728,7,2,DRY,CLASE B-C,5,5
1729,7,2,DRY,CLASE B-C,6,5
1730,7,2,DRY,CLASE B-C,8,5
1731,7,2,DRY,CLASE B-C,7,5
1732,7,2,DRY,CLASE B-C,7,5
1733,7,2,DRY,CLASE B-C,7,5
1734,7,2,DRY,CLASE B-C,6,5
1735,7,2,DRY,CLASE B-C,6,5
1736,7,2,DRY,CLASE B-C,6,5
1737,7,2,DRY,CLASE B-C,4,5
1738,7,2,DRY,CLASE B-C,7,5
1739,7,2,DRY,CLASE B-C,6,5
1740,1,2,DRY,CLASE B-C,8,5
1741,1,2,DRY,CLASE B-C,7,5
1742,6,2,RF,CLASE B-C,2,5
1743,1,2,DRY,CLASE B-C,4,5
1744,6,2,RF,INSPECTION,3,5
1745,7,2,DRY,CLASE B-C,3,5
1746,7,2,DRY,CLASE B-C,2,5
1747,7,2,RF,CLASE B-C,2,5
1748,7,2,RF,CLASE B-C,2,5
1749,7,2,RF,CLASE B-C,3,5
1750,7,2,RF,CLASE B-C,2,5
1751,7,2,RF,CLASE B-C,3,5
1752,7,2,RF,CLASE B-C,2,5
1753,7,2,RF,CLASE B-C,3,5
1754,7,2,DRY,CLASE B-C,2,5
1755,7,2,DRY,CLASE B-C,2,5
1756,7,2,DRY,CLASE B-C,2,5
1757,7,2,DRY,CLASE B-C,2,5
1758,7,2,DRY,CLASE B-C,2,5
1759,7,2,RF,CLASE B-C,2,5
1760,7,2,RF,CLASE B-C,2,5
1761,7,2,DRY,CLASE B-C,1,5
1762,7,2,DRY,CLASE B-C,2,5
1763,7,2,DRY,CLASE B-C,2,5
1764,7,2,RF,CLASE B-C,2,5
1765,7,2,RF,CLASE B-C,3,5
1766,7,2,RF,CLASE B-C,3,5
1767,7,2,RF,CLASE B-C,3,5
1768,7,2,RF,CLASE B-C,2,5
1769,7,2,RF,CLASE B-C,2,5
1770,7,2,DRY,CLASE B-C,1,5
1771,7,2,RF,CLASE B-C,4,5
1772,7,2,DRY,CLASE B-C,1,5
1773,7,2,DRY,CLASE B,2,5
1774,7,2,DRY,CLASE B-C,2,5
1775,7,2,DRY,CLASE B-C,2,5
1776,7,2,DRY,CLASE B-C,2,5
1777,7,2,DRY,CLASE B-C,1,5
1778,7,2,DRY,CLASE B-C,1,5
1779,7,2,DRY,CLASE B-C,2,5
1780,7,2,DRY,CLASE A,1,5
1781,7,2,DRY,CLASE B-C,2,5
1782,7,2,DRY,CLASE B-C,2,5
1783,7,2,DRY,CLASE B-C,2,5
1784,7,2,DRY,CLASE B-C,1,5
1785,7,2,DRY,CLASE B-C,1,5
1786,7,2,DRY,CLASE B-C,1,5
1787,7,2,DRY,CLASE B-C,2,5
1788,7,2,DRY,CLASE B-C,2,5
1789,7,2,DRY,CLASE B-C,2,5
1790,7,2,RF,CLASE B-C,4,5
1791,7,2,DRY,CLASE B-C,2,5
1792,7,2,DRY,CLASE B-C,2,5
1793,7,2,DRY,CLASE B-C,1,5
1794,7,2,DRY,CLASE B-C,2,5
1795,7,2,DRY,CLASE B-C,1,5
1796,7,2,DRY,CLASE B-C,2,5
1797,7,2,DRY,CLASE B-C,1,5
1798,7,2,DRY,CLASE B-C,2,5
1799,7,2,DRY,CLASE B-C,2,5
1800,7,2,RF,CLASE B-C,2,5
1801,7,2,DRY,CLASE B-C,2,5
1802,7,2,RF,CLASE B-C,3,5
1803,7,2,RF,CLASE B-C,2,5
1804,7,2,RF,CLASE B-C,3,5
1805,7,2,RF,CLASE B-C,3,5
1806,7,2,DRY,CLASE B-C,2,5
1807,7,2,DRY,CLASE B-C,2,5
1808,7,2,DRY,CLASE B-C,1,5
1809,7,2,DRY,CLASE B-C,2,5
1810,7,2,DRY,CLASE B-C,1,5
1811,7,2,DRY,CLASE B-C,1,5
1812,7,2,DRY,CLASE B-C,2,5
1813,7,2,DRY,CLASE B-C,2,5
1814,7,2,DRY,CLASE B-C,4,5
1815,7,2,DRY,CLASE B-C,1,5
1816,7,2,RF,CLASE B-C,3,5
1817,7,2,DRY,CLASE A,1,5
1818,7,2,DRY,CLASE B-C,2,5
1819,7,2,DRY,CLASE B-C,2,5
1820,7,2,DRY,CLASE B-C,1,5
1821,7,2,DRY,CLASE B-C,2,5
1822,7,2,DRY,CLASE B-C,2,5
1823,7,2,DRY,CLASE B-C,2,5
1824,7,2,DRY,CLASE B-C,2,5
1825,7,2,DRY,CLASE B-C,2,5
1826,7,2,DRY,CLASE B-C,2,5
1827,7,2,DRY,CLASE B-C,1,5
1828,7,2,DRY,CLASE B-C,2,5
1829,7,2,RF,CLASE B-C,2,5
1830,7,2,RF,CLASE B-C,3,5
1831,7,2,RF,CLASE B-C,4,5
1832,7,2,RF,CLASE B-C,2,5
1833,7,2,RF,CLASE B-C,3,5
1834,7,2,RF,CLASE B-C,2,5
1835,7,2,RF,CLASE B-C,3,5
1836,7,2,DRY,CLASE B-C,1,5
1837,7,2,DRY,CLASE B-C,2,5
1838,7,2,DRY,CLASE B-C,1,5
1839,7,2,DRY,CLASE B-C,4,5
1840,7,2,DRY,CLASE B-C,2,5
1841,7,2,DRY,CLASE B-C,2,5
1842,7,2,DRY,CLASE B-C,1,5
1843,9,2,DRY,CLASE B-C,3,5
1844,6,2,DRY,CLASE B-C,1,5
1845,6,2,DRY,CLASE B-C,1,5
1846,6,2,DRY,CLASE B-C,1,5
1847,6,2,DRY,CLASE B-C,1,5
1848,9,2,DRY,CLASE B-C,3,5
1849,9,2,DRY,CLASE B-C,3,5
1850,6,2,DRY,CLASE B-C,1,5
1851,9,2,DRY,CLASE B-C,3,5
1852,9,2,DRY,CLASE B-C,3,5
1853,9,2,DRY,CLASE B-C,3,5
1854,6,2,DRY,CLASE B-C,1,5
1855,6,2,DRY,CLASE B-C,1,5
1856,6,2,DRY,CLASE B-C,1,5
1857,1,2,DRY,CLASE B-C,3,5
1858,6,2,DRY,CLASE B-C,1,5
1859,6,2,DRY,CLASE B-C,1,5
1860,6,2,DRY,CLASE B-C,1,5
1861,6,2,DRY,CLASE B-C,1,5
1862,2,2,DRY,CLASE B-C,1,5
1863,2,2,DRY,CLASE B-C,1,5
1864,2,2,DRY,CLASE B-C,1,5
1865,2,2,DRY,CLASE B-C,1,5
1866,2,2,DRY,CLASE B-C,1,5
1867,2,2,DRY,CLASE B-C,1,5
1868,2,2,DRY,CLASE B-C,1,5
1869,2,2,DRY,CLASE B-C,1,5
1870,2,2,DRY,CLASE B-C,1,5
1871,2,2,DRY,CLASE B-C,1,5
1872,2,2,DRY,CLASE B-C,1,5
1873,2,2,DRY,CLASE B-C,1,5
1874,2,2,DRY,CLASE B-C,1,5
1875,2,2,DRY,CLASE B-C,1,5
1876,2,2,DRY,CLASE B-C,1,5
1877,2,2,DRY,CLASE B-C,1,5
1878,2,2,DRY,CLASE B-C,1,5
1879,2,2,DRY,CLASE B-C,1,5
1880,2,2,DRY,CLASE B-C,1,5
