,Condition,Owner,Size,Type,Quality,week
4939,O,6,2,DRY,CLASE B-C,3
4940,O,6,2,DRY,CLASE B-C,3
4941,O,6,2,DRY,CLASE B-C,3
4942,O,6,2,DRY,CLASE B-C,3
4943,O,6,2,DRY,CLASE B-C,3
4944,O,6,2,DRY,CLASE B-C,3
4945,D,6,2,DRY,CLASE B-C,3
4946,O,6,2,DRY,CLASE B-C,3
4947,O,6,2,DRY,CLASE B-C,3
4948,O,6,2,DRY,CLASE B-C,3
4949,O,6,2,DRY,CLASE B-C,3
4950,O,6,2,DRY,CLASE B-C,3
4951,O,6,2,DRY,CLASE B-C,3
4952,O,6,2,DRY,CLASE B-C,3
4953,O,6,2,DRY,CLASE B-C,3
4954,O,6,2,DRY,CLASE B-C,3
4955,O,6,2,DRY,CLASE B-C,3
4956,O,6,2,DRY,CLASE B-C,3
4957,O,6,2,DRY,CLASE B-C,3
4958,O,6,2,DRY,CLASE B-C,3
4959,O,9,2,DRY,CLASE B-C,3
4960,I,9,2,DRY,INSPECTION,3
4961,O,4,2,DRY,CLASE B-C,3
4962,O,2,2,DRY,CLASE B-C,3
4963,D,2,2,DRY,CLASE B-C,3
4964,O,2,2,DRY,CLASE B-C,3
4965,O,2,2,DRY,CLASE B-C,3
4966,I,2,2,DRY,INSPECTION,3
4967,O,2,2,DRY,CLASE B-C,3
4968,O,2,2,DRY,CLASE B-C,3
4969,O,2,2,DRY,CLASE B-C,3
4970,D,2,2,DRY,CLASE B-C,3
4971,O,2,2,DRY,CLASE B-C,3
4972,O,2,2,DRY,CLASE B-C,3
4973,O,2,2,DRY,CLASE B-C,3
4974,D,2,2,DRY,CLASE B-C,3
4975,O,2,2,DRY,CLASE B-C,3
4976,O,2,2,DRY,CLASE B-C,3
4977,O,2,2,DRY,CLASE B-C,3
4978,O,2,2,DRY,CLASE B-C,3
4979,O,2,1,DRY,CLASE B-C,3
4980,O,2,2,DRY,CLASE B-C,3
4981,D,2,2,DRY,CLASE B-C,3
4982,O,2,2,DRY,CLASE D,3
4983,O,2,2,DRY,CLASE B-C,3
4984,D,2,2,DRY,CLASE B-C,3
4985,O,2,2,DRY,CLASE B-C,3
4986,O,2,2,DRY,CLASE B-C,3
4987,D,2,2,DRY,CLASE B-C,3
4988,O,2,2,DRY,CLASE B-C,3
4989,O,2,2,DRY,CLASE B-C,3
4990,O,2,2,DRY,CLASE B-C,3
4991,D,2,2,DRY,CLASE B-C,3
4992,O,2,2,DRY,CLASE B-C,3
4993,O,2,2,DRY,CLASE B-C,3
4994,I,2,2,DRY,INSPECTION,3
4995,O,2,2,DRY,CLASE B-C,3
4996,O,2,2,DRY,CLASE B-C,3
4997,O,2,2,DRY,CLASE B-C,3
4998,D,2,2,DRY,CLASE B-C,3
4999,O,2,2,DRY,CLASE B-C,3
5000,O,2,2,DRY,CLASE B-C,3
5001,O,2,2,DRY,CLASE B-C,3
5002,O,2,2,DRY,CLASE D,3
5003,O,2,2,DRY,CLASE B-C,3
5004,O,2,1,DRY,CLASE B-C,3
5005,O,2,1,DRY,CLASE D,3
5006,O,2,2,DRY,CLASE B-C,3
5007,D,2,2,DRY,CLASE B-C,3
5008,O,2,2,DRY,CLASE B-C,3
5009,O,2,2,DRY,CLASE B-C,3
5010,O,2,2,DRY,CLASE B-C,3
5011,O,2,2,DRY,CLASE B-C,3
5012,O,2,2,DRY,CLASE B-C,3
5013,O,1,2,DRY,CLASE B-C,3
5014,O,1,2,DRY,CLASE B-C,3
5015,O,1,2,DRY,CLASE B-C,3
5016,O,1,2,DRY,CLASE B-C,3
5017,I,1,1,DRY,INSPECTION,3
5018,I,1,1,DRY,INSPECTION,3
5019,O,8,2,DRY,CLASE B-C,3
5020,O,8,2,DRY,CLASE B-C,3
5021,O,6,2,DRY,CLASE B-C,3
5022,O,6,2,DRY,CLASE B-C,3
5023,O,6,2,DRY,CLASE B-C,3
5024,O,6,2,DRY,CLASE B-C,3
5025,O,6,2,DRY,CLASE B-C,3
5026,O,6,2,DRY,CLASE B-C,3
5027,O,6,2,DRY,CLASE B-C,3
5028,O,6,2,DRY,CLASE B-C,3
5029,O,6,2,DRY,CLASE B-C,3
5030,O,6,2,DRY,CLASE B-C,3
5031,O,6,2,DRY,CLASE B-C,3
5032,O,6,2,DRY,CLASE B-C,3
5033,O,6,2,DRY,CLASE B-C,3
5034,O,6,2,DRY,CLASE B-C,3
5035,O,6,2,DRY,CLASE B-C,3
5036,O,6,2,DRY,CLASE B-C,3
5037,O,6,2,DRY,CLASE B-C,3
5038,O,6,2,DRY,CLASE B-C,3
5039,O,6,2,DRY,CLASE B-C,3
5040,O,6,2,DRY,CLASE B-C,3
5041,O,6,2,DRY,CLASE B-C,3
5042,O,6,2,DRY,CLASE B-C,3
5043,I,6,2,DRY,CLASE B-C,3
5044,O,6,2,DRY,CLASE B-C,3
5045,O,6,2,DRY,CLASE B-C,3
5046,D,6,2,RF,CLASE B-C,3
5047,O,6,2,DRY,CLASE B-C,3
5048,O,6,2,DRY,CLASE B-C,3
5049,D,6,2,DRY,CLASE B-C,3
5050,D,6,2,DRY,CLASE B-C,3
5051,O,6,2,DRY,CLASE B-C,3
5052,I,6,2,DRY,CLASE B-C,3
5053,O,6,2,DRY,CLASE B-C,3
5054,O,6,2,DRY,CLASE B-C,3
5055,O,6,2,DRY,CLASE B-C,3
5056,O,6,2,DRY,CLASE B-C,3
5057,O,6,2,DRY,CLASE B-C,3
5058,O,6,2,DRY,CLASE B-C,3
5059,O,6,2,DRY,CLASE B-C,3
5060,O,6,2,DRY,CLASE B-C,3
5061,O,6,2,DRY,CLASE B-C,3
5062,O,6,2,DRY,CLASE B-C,3
5063,O,6,2,DRY,CLASE B-C,3
5064,O,6,2,DRY,CLASE B-C,3
5065,O,6,2,DRY,CLASE B-C,3
5066,O,6,2,DRY,CLASE B-C,3
5067,O,6,2,DRY,CLASE B-C,3
5068,O,6,2,DRY,CLASE B-C,3
5069,O,6,2,DRY,CLASE B-C,3
5070,O,6,2,DRY,CLASE B-C,3
5071,O,6,2,DRY,CLASE B-C,3
5072,D,6,2,DRY,CLASE B-C,3
5073,D,6,2,DRY,CLASE B-C,3
5074,O,6,2,DRY,CLASE B-C,3
5075,D,6,2,RF,CLASE B-C,3
5076,O,6,2,DRY,CLASE B-C,3
5077,O,6,2,DRY,CLASE B-C,3
5078,O,6,2,DRY,CLASE B-C,3
5079,O,6,2,DRY,CLASE B-C,3
5080,O,6,2,DRY,CLASE B-C,3
5081,O,6,2,DRY,CLASE B-C,3
5082,D,6,2,RF,CLASE B-C,3
5083,O,6,2,DRY,CLASE B-C,3
5084,O,6,2,DRY,CLASE B-C,3
5085,O,6,2,DRY,CLASE B-C,3
5086,D,6,2,RF,CLASE B-C,3
5087,O,6,2,DRY,CLASE B-C,3
5088,O,6,2,DRY,CLASE B-C,3
5089,D,6,2,DRY,CLASE B-C,3
5090,O,6,2,DRY,CLASE B-C,3
5091,O,6,2,DRY,CLASE B-C,3
5092,I,6,2,RF,INSPECTION,3
5093,D,6,2,RF,CLASE B-C,3
5094,D,6,2,RF,CLASE B-C,3
5095,O,6,2,DRY,CLASE A,3
5096,O,6,2,DRY,CLASE B,3
5097,O,6,2,DRY,CLASE B-C,3
5098,O,6,2,DRY,CLASE A,3
5099,O,6,2,DRY,CLASE A,3
5100,O,6,2,DRY,CLASE B-C,3
5101,O,6,2,DRY,CLASE A,3
5102,O,6,2,DRY,CLASE B,3
5103,O,6,2,DRY,CLASE B-C,3
5104,O,6,2,DRY,CLASE B-C,3
5105,O,6,2,DRY,CLASE B-C,3
5106,O,6,2,DRY,CLASE A,3
5107,O,6,2,DRY,CLASE B-C,3
5108,D,6,2,DRY,CLASE B-C,3
5109,O,6,2,DRY,CLASE B-C,3
5110,O,6,2,DRY,CLASE B-C,3
5111,O,6,2,DRY,CLASE B-C,3
5112,O,6,2,DRY,CLASE A,3
5113,O,6,2,DRY,CLASE B-C,3
5114,O,6,2,DRY,CLASE B-C,3
5115,O,6,2,DRY,CLASE B-C,3
5116,O,6,2,DRY,CLASE B-C,3
5117,O,6,2,DRY,CLASE B-C,3
5118,I,6,2,DRY,INSPECTION,3
5119,O,6,2,DRY,CLASE A,3
5120,O,6,2,DRY,CLASE B-C,3
5121,D,6,2,DRY,CLASE B-C,3
5122,O,6,2,DRY,CLASE B-C,3
5123,O,6,2,DRY,CLASE B-C,3
5124,O,6,2,DRY,CLASE B-C,3
5125,O,6,2,DRY,CLASE B-C,3
5126,O,6,2,DRY,CLASE B-C,3
5127,O,6,2,DRY,CLASE B-C,3
5128,O,6,2,DRY,CLASE B-C,3
5129,O,6,2,DRY,CLASE B-C,3
5130,O,6,2,DRY,CLASE B-C,3
5131,O,6,2,DRY,CLASE B-C,3
5132,O,6,2,DRY,CLASE B-C,3
5133,O,6,2,DRY,CLASE B-C,3
5134,O,6,2,DRY,CLASE B-C,3
5135,O,6,2,DRY,CLASE B-C,3
5136,O,6,2,DRY,CLASE B-C,3
5137,O,6,2,DRY,CLASE B-C,3
5138,O,6,2,DRY,CLASE B-C,3
5139,O,6,2,DRY,CLASE B-C,3
5140,I,6,1,DRY,INSPECTION,3
5141,O,6,2,DRY,CLASE B-C,3
5142,O,6,2,DRY,CLASE B-C,3
5143,D,6,2,DRY,CLASE B-C,3
5144,O,6,2,DRY,CLASE B-C,3
5145,O,6,2,DRY,CLASE B-C,3
5146,O,6,2,DRY,CLASE B-C,3
5147,O,6,2,DRY,CLASE B-C,3
5148,O,6,2,DRY,CLASE B-C,3
5149,O,6,2,DRY,CLASE B-C,3
5150,I,6,2,DRY,CLASE B-C,3
5151,O,6,2,DRY,CLASE B-C,3
5152,O,6,2,DRY,CLASE B-C,3
5153,O,6,2,DRY,CLASE B-C,3
5154,O,6,2,DRY,CLASE B-C,3
5155,O,6,2,DRY,CLASE B-C,3
5156,I,6,2,DRY,INSPECTION,3
5157,O,6,2,DRY,CLASE B-C,3
5158,O,6,2,DRY,CLASE B-C,3
5159,O,6,2,DRY,CLASE B-C,3
5160,O,6,2,DRY,CLASE B-C,3
5161,O,6,2,DRY,CLASE B-C,3
5162,O,6,2,DRY,CLASE B-C,3
5163,O,6,2,DRY,CLASE B-C,3
5164,D,6,2,DRY,CLASE B-C,3
5165,O,6,2,DRY,CLASE B-C,3
5166,O,6,2,DRY,CLASE B-C,3
5167,O,6,2,DRY,CLASE B-C,3
5168,O,6,2,DRY,CLASE B-C,3
5169,O,6,2,DRY,CLASE B-C,3
5170,O,6,2,DRY,CLASE B-C,3
5171,O,6,2,DRY,CLASE B-C,3
5172,O,6,2,DRY,CLASE B-C,3
5173,O,6,2,DRY,CLASE B-C,3
5174,O,6,2,DRY,CLASE B-C,3
5175,O,6,2,DRY,CLASE B-C,3
5176,O,6,2,DRY,CLASE B-C,3
5177,O,6,2,DRY,CLASE B-C,3
5178,O,6,2,DRY,CLASE B-C,3
5179,O,6,2,DRY,CLASE B-C,3
5180,D,7,2,DRY,CLASE B-C,3
5181,O,7,2,DRY,CLASE B-C,3
5182,O,7,2,DRY,CLASE B-C,3
5183,O,7,2,DRY,CLASE B-C,3
5184,O,7,2,DRY,CLASE B-C,3
5185,O,1,2,DRY,CLASE B-C,3
5186,O,1,2,DRY,CLASE A,3
5187,O,1,2,DRY,CLASE B-C,3
5188,O,1,2,DRY,CLASE B-C,3
5189,O,1,2,DRY,CLASE A,3
5190,O,1,2,DRY,CLASE B-C,3
5191,O,1,2,DRY,CLASE B-C,3
5192,O,1,2,DRY,CLASE B-C,3
5193,O,1,2,DRY,CLASE B-C,3
5194,O,1,2,DRY,CLASE B-C,3
5195,O,1,2,DRY,CLASE B-C,3
5196,O,1,2,DRY,CLASE B-C,3
5197,O,1,2,DRY,CLASE B-C,3
5198,O,1,2,DRY,CLASE B-C,3
5199,O,1,2,DRY,CLASE B-C,3
5200,O,1,2,DRY,CLASE B-C,3
5201,O,1,2,DRY,CLASE B-C,3
5202,O,1,2,DRY,CLASE B-C,3
5203,O,1,2,DRY,CLASE B-C,3
5204,O,1,2,DRY,CLASE B-C,3
5205,O,1,2,DRY,CLASE B-C,3
5206,O,1,2,DRY,CLASE B-C,3
5207,O,1,2,DRY,CLASE B-C,3
5208,O,1,2,DRY,CLASE B-C,3
5209,O,1,2,DRY,CLASE B-C,3
5210,O,1,2,DRY,CLASE B-C,3
5211,O,1,2,DRY,CLASE B-C,3
5212,O,1,2,DRY,CLASE B-C,3
5213,O,1,2,DRY,CLASE A,3
5214,O,1,2,DRY,CLASE A,3
5215,O,1,2,DRY,CLASE B-C,3
5216,O,1,2,DRY,CLASE B-C,3
5217,O,1,2,DRY,CLASE B-C,3
5218,O,1,2,DRY,CLASE B-C,3
5219,O,1,2,DRY,CLASE B-C,3
5220,O,1,2,DRY,CLASE B-C,3
5221,O,1,2,DRY,CLASE B-C,3
5222,O,1,2,DRY,CLASE B-C,3
5223,O,1,2,DRY,CLASE A,3
5224,D,1,2,DRY,CLASE B-C,3
5225,O,1,2,DRY,CLASE B-C,3
5226,O,1,2,DRY,CLASE B-C,3
5227,O,1,2,DRY,CLASE B-C,3
5228,O,1,2,DRY,CLASE B-C,3
5229,O,1,2,DRY,CLASE B-C,3
5230,O,1,2,DRY,CLASE B-C,3
5231,O,6,2,DRY,CLASE B-C,3
5232,O,1,2,DRY,CLASE B-C,3
5233,O,1,2,DRY,CLASE B-C,3
5234,O,1,2,DRY,CLASE B-C,3
5235,O,1,2,DRY,CLASE B-C,3
5236,O,1,2,DRY,CLASE B-C,3
5237,O,1,2,DRY,CLASE B-C,3
5238,O,1,2,DRY,CLASE B-C,3
5239,O,7,1,DRY,CLASE B-C,3
5240,O,1,2,DRY,CLASE B-C,3
5241,D,1,2,DRY,CLASE B-C,3
5242,O,1,2,DRY,CLASE B-C,3
5243,O,1,2,DRY,CLASE B-C,3
5244,O,1,2,DRY,CLASE B-C,3
5245,O,1,2,DRY,CLASE B-C,3
5246,O,1,2,DRY,CLASE B-C,3
5247,O,1,2,DRY,CLASE B-C,3
5248,O,1,2,DRY,CLASE B-C,3
5249,O,1,2,DRY,CLASE B-C,3
5250,O,1,2,DRY,CLASE B-C,3
5251,O,1,2,DRY,CLASE B-C,3
5252,O,1,2,DRY,CLASE B-C,3
5253,O,1,2,DRY,CLASE B-C,3
5254,O,2,2,DRY,CLASE B-C,3
5255,O,1,2,DRY,CLASE B-C,3
5256,D,2,2,DRY,CLASE B-C,3
5257,I,7,2,RF,INSPECTION,3
5258,O,3,1,DRY,CLASE B-C,3
5259,O,3,1,DRY,CLASE B-C,3
5260,O,6,2,DRY,CLASE B-C,3
5261,O,6,2,DRY,CLASE B-C,3
5262,O,6,2,DRY,CLASE B-C,3
5263,O,6,1,DRY,CLASE D,3
5264,O,6,2,DRY,CLASE B-C,3
5265,D,6,2,DRY,CLASE B-C,3
5266,O,6,2,DRY,CLASE B-C,3
5267,O,6,2,DRY,CLASE B-C,3
5268,O,6,2,DRY,CLASE B-C,3
5269,O,6,2,DRY,CLASE B-C,3
5270,O,6,2,DRY,CLASE B-C,3
5271,O,6,2,DRY,CLASE B-C,3
5272,O,6,2,DRY,CLASE B-C,3
5273,O,6,2,DRY,CLASE B-C,3
5274,O,6,2,DRY,CLASE B-C,3
5275,O,6,2,DRY,CLASE B-C,3
5276,O,6,2,DRY,CLASE B-C,3
5277,O,6,2,DRY,CLASE B-C,3
5278,O,6,2,DRY,CLASE B-C,3
5279,O,6,2,DRY,CLASE B-C,3
5280,O,6,2,DRY,CLASE B-C,3
5281,O,6,2,DRY,CLASE B-C,3
5282,O,6,2,DRY,CLASE B-C,3
5283,O,6,2,DRY,CLASE B-C,3
5284,O,6,2,DRY,CLASE B-C,3
5285,O,6,2,DRY,CLASE B-C,3
5286,O,6,2,DRY,CLASE B-C,3
5287,O,6,2,DRY,CLASE B-C,3
5288,O,6,2,DRY,CLASE B-C,3
5289,O,6,2,DRY,CLASE B-C,3
5290,O,6,2,DRY,CLASE B,3
5291,O,6,2,DRY,CLASE B-C,3
5292,O,6,2,DRY,CLASE B-C,3
5293,O,6,2,DRY,CLASE B-C,3
5294,O,6,2,DRY,CLASE B-C,3
5295,D,6,2,DRY,CLASE B-C,3
5296,O,6,1,DRY,CLASE D,3
5297,O,6,1,DRY,CLASE B-C,3
5298,O,6,2,DRY,CLASE B-C,3
5299,D,6,2,DRY,CLASE B-C,3
5300,O,6,2,DRY,CLASE B-C,3
5301,O,6,2,DRY,CLASE B-C,3
5302,O,6,2,DRY,CLASE B-C,3
5303,O,6,2,DRY,CLASE B-C,3
5304,O,6,2,DRY,CLASE B-C,3
5305,O,6,2,DRY,CLASE B-C,3
5306,O,6,2,DRY,CLASE B-C,3
5307,D,6,2,DRY,CLASE B-C,3
5308,O,6,2,DRY,CLASE B-C,3
5309,O,6,2,DRY,CLASE B-C,3
5310,O,6,2,DRY,CLASE B-C,3
5311,O,6,2,DRY,CLASE B-C,3
5312,O,6,2,DRY,CLASE B-C,3
5313,O,6,2,DRY,CLASE B-C,3
5314,O,6,2,DRY,CLASE B-C,3
5315,O,6,2,DRY,CLASE B-C,3
5316,O,6,2,DRY,CLASE B-C,3
5317,O,6,2,DRY,CLASE B-C,3
5318,O,6,2,DRY,CLASE B-C,3
5319,O,6,1,DRY,CLASE B-C,3
5320,O,6,1,DRY,CLASE B-C,3
5321,O,6,2,DRY,CLASE B-C,3
5322,D,6,2,DRY,CLASE B-C,3
5323,O,6,2,DRY,CLASE B-C,3
5324,O,6,2,DRY,CLASE B-C,3
5325,O,6,2,DRY,CLASE B-C,3
5326,O,6,2,DRY,CLASE B-C,3
5327,D,6,2,DRY,CLASE B-C,3
5328,O,6,2,DRY,CLASE B-C,3
5329,O,6,2,DRY,CLASE B-C,3
5330,O,6,2,DRY,CLASE B-C,3
5331,O,6,2,DRY,CLASE B-C,3
5332,D,6,2,DRY,CLASE B-C,3
5333,O,6,2,DRY,CLASE B-C,3
5334,O,6,2,DRY,CLASE B-C,3
5335,O,6,2,DRY,CLASE B-C,3
5336,O,6,1,DRY,CLASE B-C,3
5337,O,6,2,DRY,CLASE B-C,3
5338,O,6,2,DRY,CLASE B-C,3
5339,O,6,2,DRY,CLASE B-C,3
5340,O,6,2,DRY,CLASE B-C,3
5341,O,6,2,DRY,CLASE B-C,3
5342,O,6,2,DRY,CLASE B-C,3
5343,O,6,2,DRY,CLASE B-C,3
5344,O,6,2,DRY,CLASE B-C,3
5345,O,6,2,DRY,CLASE B-C,3
5346,O,6,2,DRY,CLASE B-C,3
5347,D,6,2,DRY,CLASE B-C,3
5348,O,6,2,DRY,CLASE B-C,3
5349,O,6,2,DRY,CLASE B-C,3
5350,O,6,2,DRY,CLASE B-C,3
5351,O,6,2,DRY,CLASE B-C,3
5352,D,6,1,DRY,CLASE B-C,3
5353,D,6,2,DRY,CLASE B-C,3
5354,D,6,2,DRY,CLASE B-C,3
5355,O,6,2,DRY,CLASE B-C,3
5356,O,6,2,DRY,CLASE B-C,3
5357,D,6,2,DRY,CLASE B-C,3
5358,O,6,2,DRY,CLASE B-C,3
5359,O,6,2,DRY,CLASE B-C,3
5360,D,6,2,DRY,CLASE B-C,3
5361,D,6,2,DRY,CLASE B-C,3
5362,D,6,2,DRY,CLASE B-C,3
5363,O,6,2,DRY,CLASE B-C,3
5364,O,6,2,DRY,CLASE B-C,3
5365,O,6,2,DRY,CLASE B-C,3
5366,O,6,2,DRY,CLASE B-C,3
5367,D,6,2,DRY,CLASE B,3
5368,O,6,2,DRY,CLASE A,3
5369,O,6,2,DRY,CLASE B,3
5370,O,6,2,DRY,CLASE B-C,3
5371,O,6,2,DRY,CLASE B-C,3
5372,O,6,2,DRY,CLASE B-C,3
5373,O,6,2,DRY,CLASE B-C,3
5374,O,6,2,DRY,CLASE B,3
5375,O,6,2,DRY,CLASE B,3
5376,O,6,2,DRY,CLASE A,3
5377,O,6,2,DRY,CLASE B-C,3
5378,O,6,2,DRY,CLASE B-C,3
5379,D,6,2,DRY,CLASE B-C,3
5380,O,6,2,DRY,CLASE B-C,3
5381,O,6,2,DRY,CLASE B,3
5382,O,6,2,DRY,CLASE B-C,3
5383,O,6,2,DRY,CLASE B,3
5384,D,6,2,DRY,CLASE A,3
5385,D,6,2,DRY,CLASE B-C,3
5386,O,6,2,DRY,CLASE B,3
5387,O,6,2,DRY,CLASE B-C,3
5388,D,6,2,DRY,CLASE B-C,3
5389,O,6,2,DRY,CLASE B,3
5390,O,6,2,DRY,CLASE B-C,3
5391,O,6,2,DRY,CLASE B-C,3
5392,O,6,2,DRY,CLASE B-C,3
5393,O,6,2,DRY,CLASE B-C,3
5394,O,6,2,DRY,CLASE B-C,3
5395,O,6,2,DRY,CLASE B-C,3
5396,O,6,2,DRY,CLASE B-C,3
5397,O,6,2,DRY,CLASE B-C,3
5398,D,6,2,DRY,CLASE B-C,3
5399,O,6,2,DRY,CLASE B,3
5400,O,6,2,DRY,CLASE B-C,3
5401,O,6,2,DRY,CLASE B-C,3
5402,O,6,2,DRY,CLASE B-C,3
5403,O,6,2,DRY,CLASE B-C,3
5404,O,6,2,DRY,CLASE B-C,3
5405,O,6,2,DRY,CLASE B-C,3
5406,O,6,2,DRY,CLASE B-C,3
5407,O,6,2,DRY,CLASE B-C,3
5408,O,6,2,DRY,CLASE B-C,3
5409,O,6,2,DRY,CLASE B-C,3
5410,O,6,2,DRY,CLASE B-C,3
5411,O,6,2,DRY,CLASE B-C,3
5412,O,6,2,DRY,CLASE B-C,3
5413,O,6,2,DRY,CLASE B-C,3
5414,O,6,2,DRY,CLASE B-C,3
5415,O,6,2,DRY,CLASE B-C,3
5416,O,6,2,DRY,CLASE B-C,3
5417,O,6,2,DRY,CLASE B-C,3
5418,O,6,2,DRY,CLASE B-C,3
5419,O,6,2,DRY,CLASE B-C,3
5420,O,6,2,DRY,CLASE B-C,3
5421,O,6,2,DRY,CLASE B-C,3
5422,O,6,2,DRY,CLASE B-C,3
5423,O,6,2,DRY,CLASE B-C,3
5424,O,6,2,DRY,CLASE B-C,3
5425,O,6,2,DRY,CLASE B-C,3
5426,O,6,2,DRY,CLASE B-C,3
5427,O,6,2,DRY,CLASE B-C,3
5428,O,6,2,DRY,CLASE B-C,3
5429,O,6,2,DRY,CLASE B-C,3
5430,O,6,2,DRY,CLASE B-C,3
5431,O,6,2,DRY,CLASE B-C,3
5432,O,6,2,DRY,CLASE B-C,3
5433,O,6,2,DRY,CLASE B-C,3
5434,O,6,2,DRY,CLASE B-C,3
5435,O,6,2,DRY,CLASE B-C,3
5436,O,6,1,DRY,CLASE B-C,3
5437,O,6,2,DRY,CLASE B-C,3
5438,O,6,2,DRY,CLASE B-C,3
5439,D,6,2,DRY,CLASE B-C,3
5440,O,6,2,DRY,CLASE B-C,3
5441,D,6,2,DRY,CLASE B-C,3
5442,O,6,2,DRY,CLASE B-C,3
5443,O,6,2,DRY,CLASE B-C,3
5444,O,6,2,DRY,CLASE B,3
5445,O,6,2,DRY,CLASE B-C,3
5446,O,6,2,DRY,CLASE B-C,3
5447,D,6,2,DRY,CLASE B-C,3
5448,O,6,2,DRY,CLASE B-C,3
5449,O,6,2,DRY,CLASE B-C,3
5450,O,6,1,DRY,CLASE B-C,3
5451,O,6,2,DRY,CLASE B-C,3
5452,O,6,2,DRY,CLASE B-C,3
5453,O,6,2,DRY,CLASE B-C,3
5454,O,6,2,DRY,CLASE B-C,3
5455,O,6,2,DRY,CLASE B-C,3
5456,O,6,2,DRY,CLASE B-C,3
5457,O,6,2,DRY,CLASE B-C,3
5458,O,6,2,DRY,CLASE B-C,3
5459,O,6,2,DRY,CLASE B-C,3
5460,O,6,2,DRY,CLASE B-C,3
5461,O,6,2,DRY,CLASE B-C,3
5462,D,6,2,DRY,CLASE B-C,3
5463,O,6,2,DRY,CLASE B-C,3
5464,D,6,2,DRY,CLASE B-C,3
5465,D,6,2,DRY,CLASE B-C,3
5466,O,6,2,DRY,CLASE B-C,3
5467,O,6,1,DRY,CLASE B-C,3
5468,O,6,2,DRY,CLASE B-C,3
5469,D,6,2,DRY,CLASE B-C,3
5470,D,6,2,DRY,CLASE B-C,3
5471,O,6,2,DRY,CLASE B-C,3
5472,O,7,2,DRY,CLASE B-C,3
5473,O,7,2,DRY,CLASE B-C,3
5474,O,7,2,DRY,CLASE B-C,3
5475,O,7,2,DRY,CLASE B-C,3
5476,D,7,2,DRY,CLASE B-C,3
5477,O,7,2,DRY,CLASE B-C,3
5478,O,7,2,DRY,CLASE A,3
5479,O,7,2,DRY,CLASE B-C,3
5480,O,7,2,DRY,CLASE B-C,3
5481,O,7,2,DRY,CLASE B-C,3
5482,O,7,2,DRY,CLASE B-C,3
5483,O,7,2,DRY,CLASE B-C,3
5484,O,7,2,DRY,CLASE A,3
5485,O,7,2,DRY,CLASE B-C,3
5486,I,7,2,DRY,INSPECTION,3
5487,O,7,2,DRY,CLASE A,3
5488,O,7,2,DRY,CLASE B-C,3
5489,O,7,2,DRY,CLASE B-C,3
5490,O,7,2,DRY,CLASE B-C,3
5491,O,7,2,DRY,CLASE B-C,3
5492,D,7,2,DRY,CLASE B-C,3
5493,O,7,2,DRY,CLASE B-C,3
5494,O,7,2,DRY,CLASE B-C,3
5495,O,7,2,DRY,CLASE B-C,3
5496,O,7,2,DRY,CLASE B-C,3
5497,O,7,2,DRY,CLASE B-C,3
5498,O,7,2,DRY,CLASE B-C,3
5499,O,7,2,DRY,CLASE B-C,3
5500,O,7,2,DRY,CLASE B-C,3
5501,O,7,2,DRY,CLASE B-C,3
5502,O,7,2,DRY,CLASE B-C,3
5503,O,7,2,DRY,CLASE B-C,3
5504,O,7,2,DRY,CLASE B-C,3
5505,O,7,2,DRY,CLASE B-C,3
5506,O,7,2,DRY,CLASE B-C,3
5507,O,7,2,DRY,CLASE B-C,3
5508,O,7,2,DRY,CLASE B-C,3
5509,D,7,2,DRY,CLASE B-C,3
5510,O,7,2,DRY,CLASE B-C,3
5511,O,7,2,DRY,CLASE B-C,3
5512,O,7,2,DRY,CLASE B-C,3
5513,D,7,2,DRY,CLASE B-C,3
5514,O,7,2,DRY,CLASE B-C,3
5515,O,7,2,DRY,CLASE B-C,3
5516,O,7,2,DRY,CLASE B-C,3
5517,O,7,2,DRY,CLASE B-C,3
5518,O,7,2,DRY,CLASE B-C,3
5519,O,7,2,DRY,CLASE B-C,3
5520,O,7,2,DRY,CLASE B-C,3
5521,O,7,2,DRY,CLASE B-C,3
5522,O,7,2,DRY,CLASE B-C,3
5523,O,7,2,DRY,CLASE B-C,3
5524,O,7,2,DRY,CLASE B-C,3
5525,O,7,2,DRY,CLASE B-C,3
5526,O,7,2,DRY,CLASE B-C,3
5527,O,7,2,DRY,CLASE B-C,3
5528,O,7,2,DRY,CLASE B-C,3
5529,O,7,2,DRY,CLASE D,3
5530,O,7,2,DRY,CLASE B-C,3
5531,O,7,2,DRY,CLASE B-C,3
5532,O,7,2,DRY,CLASE B-C,3
5533,O,7,2,DRY,CLASE B-C,3
5534,O,7,2,DRY,CLASE B-C,3
5535,O,7,2,DRY,CLASE B-C,3
5536,O,7,2,DRY,CLASE B-C,3
5537,O,7,2,DRY,CLASE B-C,3
5538,O,7,2,DRY,CLASE A,3
5539,O,7,2,DRY,CLASE A,3
5540,O,7,2,DRY,CLASE B-C,3
5541,O,7,2,DRY,CLASE B-C,3
5542,O,7,2,DRY,CLASE B-C,3
5543,O,7,2,DRY,CLASE B-C,3
5544,O,7,2,DRY,CLASE A,3
5545,O,7,2,DRY,CLASE B-C,3
5546,O,7,2,DRY,CLASE B-C,3
5547,I,7,2,DRY,CLASE B-C,3
5548,O,7,2,DRY,CLASE B-C,3
5549,O,7,2,DRY,CLASE B-C,3
5550,O,7,2,DRY,CLASE B,3
