,Condition,Owner,Size,Type,Quality,week
638,I,1,2,RF,INSPECTION,1
639,D,1,2,RF,CLASE B-C,1
640,I,1,2,RF,CLASE B-C,1
641,I,1,2,RF,INSPECTION,1
642,D,1,2,RF,CLASE B-C,1
643,I,1,2,RF,CLASE B-C,1
644,D,1,2,RF,CLASE B-C,1
645,O,1,2,RF,CLASE B-C,1
646,O,1,2,RF,CLASE B-C,1
647,O,1,2,RF,CLASE A,1
648,I,1,2,RF,CLASE A,1
649,O,1,2,RF,CLASE B-C,1
650,O,1,2,RF,CLASE A,1
651,O,1,2,RF,CLASE A,1
652,O,1,2,RF,CLASE A,1
653,I,1,2,RF,CLASE A,1
654,O,1,2,RF,CLASE B-C,1
655,O,1,2,RF,CLASE B-C,1
656,O,1,2,RF,CLASE B-C,1
657,O,1,2,RF,CLASE B-C,1
658,O,1,2,RF,CLASE B-C,1
659,O,1,2,RF,CLASE B-C,1
660,D,1,2,RF,CLASE B-C,1
661,O,1,2,RF,CLASE B-C,1
662,O,1,1,DRY,CLASE B-C,1
663,I,1,1,DRY,INSPECTION,1
664,I,1,1,DRY,INSPECTION,1
665,O,1,2,DRY,CLASE B-C,1
666,O,1,2,DRY,CLASE B-C,1
667,D,1,2,DRY,CLASE B-C,1
668,O,1,2,RF,CLASE B-C,1
669,O,1,2,RF,CLASE B-C,1
670,O,1,2,DRY,CLASE B-C,1
671,D,1,1,DRY,CLASE D,1
672,D,1,2,DRY,CLASE B-C,1
673,I,1,1,DRY,INSPECTION,1
674,I,1,1,DRY,INSPECTION,1
675,O,1,2,DRY,CLASE B-C,1
676,O,1,2,DRY,CLASE B-C,1
677,O,1,2,RF,CLASE B-C,1
678,O,1,2,DRY,CLASE B-C,1
679,O,1,2,DRY,CLASE B-C,1
680,D,1,2,RF,CLASE B-C,1
681,O,1,2,RF,CLASE B-C,1
682,O,1,2,DRY,CLASE B-C,1
683,I,1,2,RF,CLASE B-C,1
684,O,1,2,DRY,CLASE B-C,1
685,I,1,1,DRY,INSPECTION,1
686,O,1,2,RF,CLASE B-C,1
687,O,1,2,RF,CLASE B-C,1
688,O,1,2,DRY,CLASE B-C,1
689,O,1,2,RF,CLASE B-C,1
690,I,1,2,RF,CLASE B-C,1
691,I,1,1,DRY,INSPECTION,1
692,I,1,2,RF,CLASE B-C,1
693,O,1,2,RF,CLASE B-C,1
694,I,1,2,RF,CLASE B-C,1
695,O,1,2,DRY,CLASE B-C,1
696,O,2,2,DRY,CLASE B-C,1
697,O,2,2,DRY,CLASE B-C,1
698,O,2,2,DRY,CLASE B-C,1
699,O,2,2,DRY,CLASE B,1
700,O,2,2,DRY,CLASE A,1
701,O,2,2,DRY,CLASE A,1
702,I,2,2,DRY,INSPECTION,1
703,O,2,2,DRY,CLASE A,1
704,O,2,2,DRY,CLASE B-C,1
705,O,2,2,DRY,CLASE B-C,1
706,O,2,2,DRY,CLASE B-C,1
707,O,2,2,DRY,CLASE B-C,1
708,O,2,2,DRY,CLASE B-C,1
709,D,2,2,DRY,CLASE B-C,1
710,O,2,2,DRY,CLASE B-C,1
711,O,2,2,DRY,CLASE B-C,1
712,O,2,2,DRY,CLASE B-C,1
713,O,2,2,DRY,CLASE B-C,1
714,O,2,2,DRY,CLASE A,1
715,O,2,2,DRY,CLASE A,1
716,O,2,2,DRY,CLASE B-C,1
717,O,2,2,DRY,CLASE B-C,1
718,O,2,2,DRY,CLASE B-C,1
719,D,2,2,DRY,CLASE B-C,1
720,D,2,2,DRY,CLASE B-C,1
721,O,2,2,DRY,CLASE B-C,1
722,I,2,2,DRY,INSPECTION,1
723,O,2,2,DRY,CLASE B-C,1
724,D,2,2,DRY,CLASE B-C,1
725,O,2,2,DRY,CLASE B-C,1
726,O,2,2,DRY,CLASE B-C,1
727,O,2,2,DRY,CLASE B-C,1
728,O,2,2,DRY,CLASE B-C,1
729,O,2,2,DRY,CLASE B-C,1
730,I,2,2,DRY,INSPECTION,1
731,O,2,2,DRY,CLASE B-C,1
732,O,2,2,DRY,CLASE B-C,1
733,O,2,2,DRY,CLASE B-C,1
734,O,2,2,DRY,CLASE B-C,1
735,O,2,2,DRY,CLASE B-C,1
736,O,2,2,DRY,CLASE B-C,1
737,O,2,2,DRY,CLASE B-C,1
738,D,2,2,DRY,CLASE B-C,1
739,I,2,2,DRY,INSPECTION,1
740,I,2,2,DRY,INSPECTION,1
741,O,2,2,DRY,CLASE B-C,1
742,D,2,2,DRY,CLASE B-C,1
743,O,2,2,DRY,CLASE B-C,1
744,O,2,2,DRY,CLASE B-C,1
745,O,2,2,DRY,CLASE B-C,1
746,O,2,2,DRY,CLASE B-C,1
747,O,2,2,DRY,CLASE B-C,1
748,O,2,2,DRY,CLASE B-C,1
749,O,2,2,DRY,CLASE B-C,1
750,O,2,2,DRY,CLASE B-C,1
751,O,2,2,DRY,CLASE B-C,1
752,O,2,2,DRY,CLASE B-C,1
753,O,2,2,DRY,CLASE B-C,1
754,O,2,2,DRY,CLASE B-C,1
755,O,2,2,DRY,CLASE B-C,1
756,O,2,2,DRY,CLASE B-C,1
757,O,2,2,DRY,CLASE B-C,1
758,O,2,2,DRY,CLASE B-C,1
759,O,2,2,DRY,CLASE B-C,1
760,O,2,2,DRY,CLASE B-C,1
761,O,2,2,DRY,CLASE B-C,1
762,O,2,2,DRY,CLASE B-C,1
763,O,2,2,DRY,CLASE B-C,1
764,D,2,2,DRY,CLASE B-C,1
765,O,2,2,DRY,CLASE B-C,1
766,D,2,2,DRY,CLASE B-C,1
767,O,2,2,DRY,CLASE B-C,1
768,O,2,2,DRY,CLASE B-C,1
769,O,2,2,DRY,CLASE B,1
770,D,2,2,DRY,CLASE B-C,1
771,O,2,2,DRY,CLASE A,1
772,O,2,2,DRY,CLASE B-C,1
773,D,2,2,DRY,CLASE B-C,1
774,D,2,2,DRY,CLASE A,1
775,O,2,2,DRY,CLASE B-C,1
776,O,2,2,DRY,CLASE A,1
777,O,2,2,DRY,CLASE A,1
778,O,2,2,DRY,CLASE A,1
779,O,2,2,DRY,CLASE B-C,1
780,O,2,2,DRY,CLASE B,1
781,O,2,2,DRY,CLASE B-C,1
782,D,2,2,DRY,CLASE B-C,1
783,O,2,2,DRY,CLASE B-C,1
784,O,2,2,DRY,CLASE B,1
785,O,2,2,DRY,CLASE B-C,1
786,O,2,2,DRY,CLASE A,1
787,O,2,2,DRY,CLASE B-C,1
788,O,2,2,DRY,CLASE B-C,1
789,O,2,2,DRY,CLASE B-C,1
790,D,2,2,DRY,CLASE B-C,1
791,O,2,2,DRY,CLASE B-C,1
792,O,2,2,DRY,CLASE B-C,1
793,O,2,2,DRY,CLASE B-C,1
794,O,2,2,DRY,CLASE B-C,1
795,O,2,2,DRY,CLASE B-C,1
796,O,2,2,DRY,CLASE B-C,1
797,O,2,2,DRY,CLASE B-C,1
798,D,2,2,DRY,CLASE B-C,1
799,O,2,2,DRY,CLASE B-C,1
800,D,2,2,DRY,CLASE B-C,1
801,D,2,2,DRY,CLASE B-C,1
802,D,2,2,DRY,CLASE B-C,1
803,O,2,2,DRY,CLASE B-C,1
804,O,2,2,DRY,CLASE B-C,1
805,O,2,2,DRY,CLASE B-C,1
806,D,2,2,DRY,CLASE D,1
807,O,2,2,DRY,CLASE B-C,1
808,O,2,2,DRY,CLASE B-C,1
809,O,2,2,DRY,CLASE B-C,1
810,O,2,2,DRY,CLASE B-C,1
811,O,2,2,DRY,CLASE B-C,1
812,O,2,2,DRY,CLASE B-C,1
813,O,2,2,DRY,CLASE B-C,1
814,O,2,2,DRY,CLASE B-C,1
815,O,2,2,DRY,CLASE B-C,1
816,O,2,2,DRY,CLASE B-C,1
817,O,2,2,DRY,CLASE B-C,1
818,O,2,2,DRY,CLASE B-C,1
819,O,2,2,DRY,CLASE B-C,1
820,O,2,2,DRY,CLASE B-C,1
821,O,2,2,DRY,CLASE B-C,1
822,O,2,2,DRY,CLASE B-C,1
823,O,2,2,DRY,CLASE B-C,1
824,O,2,2,DRY,CLASE B-C,1
825,O,2,2,DRY,CLASE B-C,1
826,O,2,2,DRY,CLASE B-C,1
827,O,2,2,DRY,CLASE B-C,1
828,D,2,2,DRY,CLASE B-C,1
829,O,2,2,DRY,CLASE B-C,1
830,O,2,2,DRY,CLASE B-C,1
831,O,2,2,DRY,CLASE B-C,1
832,O,2,2,DRY,CLASE B-C,1
833,O,2,2,DRY,CLASE B-C,1
834,O,2,2,DRY,CLASE B-C,1
835,O,2,2,DRY,CLASE B-C,1
836,O,2,2,DRY,CLASE B-C,1
837,O,2,2,DRY,CLASE B-C,1
838,O,2,2,DRY,CLASE B-C,1
839,O,2,2,DRY,CLASE B-C,1
840,D,2,2,DRY,CLASE B-C,1
841,O,2,2,DRY,CLASE B-C,1
842,D,2,2,DRY,CLASE B-C,1
843,O,2,2,DRY,CLASE B-C,1
844,O,2,2,DRY,CLASE B-C,1
845,O,2,2,DRY,CLASE B-C,1
846,D,2,2,DRY,CLASE B-C,1
847,O,2,2,DRY,CLASE B-C,1
848,I,2,2,DRY,INSPECTION,1
849,O,2,2,DRY,CLASE B-C,1
850,O,2,2,DRY,CLASE B-C,1
851,I,2,2,DRY,INSPECTION,1
852,O,2,2,DRY,CLASE B-C,1
853,O,2,2,DRY,CLASE B-C,1
854,O,2,2,DRY,CLASE B-C,1
855,O,2,2,DRY,CLASE A,1
856,O,2,2,DRY,CLASE B-C,1
857,I,2,2,DRY,INSPECTION,1
858,O,2,2,DRY,CLASE B-C,1
859,O,2,2,DRY,CLASE B-C,1
860,O,2,2,DRY,CLASE B-C,1
861,O,2,2,DRY,CLASE B-C,1
862,O,2,2,DRY,CLASE B-C,1
863,O,2,2,DRY,CLASE B-C,1
864,O,2,2,DRY,CLASE B-C,1
865,O,2,2,DRY,CLASE B-C,1
866,O,2,2,DRY,CLASE B-C,1
867,O,2,2,DRY,CLASE B-C,1
868,O,2,2,DRY,CLASE B-C,1
869,D,2,2,DRY,CLASE B-C,1
870,O,2,2,DRY,CLASE B-C,1
871,O,2,2,DRY,CLASE B-C,1
872,O,2,2,DRY,CLASE B-C,1
873,O,2,2,DRY,CLASE B-C,1
874,D,2,2,DRY,CLASE B-C,1
875,O,2,2,DRY,CLASE B-C,1
876,O,2,2,DRY,CLASE B-C,1
877,O,2,2,DRY,CLASE B-C,1
878,O,2,2,DRY,CLASE B-C,1
879,O,2,2,DRY,CLASE B-C,1
880,D,2,2,DRY,CLASE B-C,1
881,O,2,2,DRY,CLASE B-C,1
882,O,2,2,DRY,CLASE B-C,1
883,O,2,2,DRY,CLASE A,1
884,I,2,2,DRY,INSPECTION,1
885,O,2,2,DRY,CLASE B-C,1
886,I,2,2,DRY,INSPECTION,1
887,O,2,2,DRY,CLASE B-C,1
888,O,2,2,DRY,CLASE B-C,1
889,O,2,2,DRY,CLASE B-C,1
890,O,2,2,DRY,CLASE B-C,1
891,O,2,2,DRY,CLASE B-C,1
892,O,2,2,DRY,CLASE B-C,1
893,O,2,2,DRY,CLASE B-C,1
894,O,2,2,DRY,CLASE B-C,1
895,O,2,2,DRY,CLASE B-C,1
896,O,2,2,DRY,CLASE B-C,1
897,O,2,2,DRY,CLASE B-C,1
898,O,2,2,DRY,CLASE B-C,1
899,O,2,2,DRY,CLASE B-C,1
900,O,2,2,DRY,CLASE B-C,1
901,O,2,2,DRY,CLASE B-C,1
902,O,2,2,DRY,CLASE B-C,1
903,O,2,2,DRY,CLASE B-C,1
904,O,2,2,DRY,CLASE B-C,1
905,O,2,2,DRY,CLASE B-C,1
906,D,2,2,DRY,CLASE B-C,1
907,O,2,2,DRY,CLASE B-C,1
908,D,2,2,DRY,CLASE B-C,1
909,O,2,2,DRY,CLASE B-C,1
910,D,2,2,DRY,CLASE B-C,1
911,O,2,2,DRY,CLASE B-C,1
912,O,2,2,DRY,CLASE B-C,1
913,O,2,2,DRY,CLASE B-C,1
914,D,2,2,DRY,CLASE B-C,1
915,O,2,2,DRY,CLASE B-C,1
916,O,2,2,DRY,CLASE B-C,1
917,I,2,2,DRY,INSPECTION,1
918,O,2,2,DRY,CLASE B-C,1
919,O,2,2,DRY,CLASE B-C,1
920,O,2,2,DRY,CLASE B-C,1
921,O,2,2,DRY,CLASE B-C,1
922,D,2,2,DRY,CLASE B-C,1
923,O,2,2,DRY,CLASE B-C,1
924,D,2,2,DRY,CLASE B-C,1
925,D,2,2,DRY,CLASE B-C,1
926,O,2,2,DRY,CLASE B-C,1
927,O,2,2,DRY,CLASE B-C,1
928,O,2,2,DRY,CLASE B-C,1
929,D,2,2,DRY,CLASE B-C,1
930,O,2,2,DRY,CLASE A,1
931,O,2,2,DRY,CLASE B-C,1
932,O,2,2,DRY,CLASE B-C,1
933,D,2,2,DRY,CLASE B-C,1
934,O,2,2,DRY,CLASE B-C,1
935,I,2,2,DRY,INSPECTION,1
936,D,2,2,DRY,CLASE B-C,1
937,O,2,2,DRY,CLASE B-C,1
938,O,2,2,DRY,CLASE B-C,1
939,O,2,2,DRY,CLASE B-C,1
940,O,2,2,DRY,CLASE B-C,1
941,O,2,2,DRY,CLASE B-C,1
942,O,2,2,DRY,CLASE B-C,1
943,I,2,2,DRY,INSPECTION,1
944,I,2,2,DRY,INSPECTION,1
945,O,2,2,DRY,CLASE B-C,1
946,O,2,2,DRY,CLASE B-C,1
947,O,2,2,DRY,CLASE B-C,1
948,O,2,2,DRY,CLASE B-C,1
949,O,2,2,DRY,CLASE B-C,1
950,D,2,2,DRY,CLASE B-C,1
951,O,2,2,DRY,CLASE B-C,1
952,O,2,2,DRY,CLASE B-C,1
953,D,2,2,DRY,CLASE D,1
954,O,2,2,DRY,CLASE B-C,1
955,O,2,2,DRY,CLASE B-C,1
956,O,2,2,DRY,CLASE B-C,1
957,O,2,2,DRY,CLASE B-C,1
958,O,2,2,DRY,CLASE B-C,1
959,O,2,2,DRY,CLASE B-C,1
960,O,2,2,DRY,CLASE B-C,1
961,O,2,2,DRY,CLASE B-C,1
962,O,2,2,DRY,CLASE B-C,1
963,O,2,2,DRY,CLASE B-C,1
964,O,2,2,DRY,CLASE B-C,1
965,O,2,2,DRY,CLASE B-C,1
966,O,2,2,DRY,CLASE B-C,1
967,I,2,2,DRY,INSPECTION,1
968,O,2,2,DRY,CLASE B-C,1
969,O,2,2,DRY,CLASE B-C,1
970,O,2,2,DRY,CLASE B-C,1
971,O,2,2,DRY,CLASE B-C,1
972,O,2,2,DRY,CLASE B-C,1
973,O,2,2,DRY,CLASE B-C,1
974,D,2,2,DRY,CLASE B-C,1
975,O,2,2,DRY,CLASE B-C,1
976,O,2,2,DRY,CLASE B,1
977,O,2,2,DRY,CLASE B,1
978,D,2,2,DRY,CLASE B-C,1
979,O,2,2,DRY,CLASE B-C,1
980,O,2,2,DRY,CLASE B-C,1
981,O,2,2,DRY,CLASE B-C,1
982,O,2,2,DRY,CLASE B,1
983,O,2,2,DRY,CLASE B-C,1
984,I,2,2,DRY,INSPECTION,1
985,O,2,2,DRY,CLASE B-C,1
986,O,2,2,DRY,CLASE B-C,1
987,O,2,2,DRY,CLASE B-C,1
988,O,2,2,DRY,CLASE B-C,1
989,D,2,2,DRY,CLASE B-C,1
990,O,2,2,DRY,CLASE B-C,1
991,O,2,2,DRY,CLASE B-C,1
992,O,2,2,DRY,CLASE B-C,1
993,O,2,2,DRY,CLASE B-C,1
994,O,2,2,DRY,CLASE B-C,1
995,I,2,2,DRY,INSPECTION,1
996,O,2,2,DRY,CLASE B-C,1
997,D,2,2,DRY,CLASE B-C,1
998,O,2,2,DRY,CLASE B-C,1
999,O,2,2,DRY,CLASE B-C,1
1000,O,2,2,DRY,CLASE B-C,1
1001,I,2,2,DRY,INSPECTION,1
1002,O,2,2,DRY,CLASE B-C,1
1003,O,2,2,DRY,CLASE B-C,1
1004,O,2,2,DRY,CLASE A,1
1005,O,2,2,DRY,CLASE A,1
1006,O,2,2,DRY,CLASE A,1
1007,O,2,2,DRY,CLASE A,1
1008,O,2,2,DRY,CLASE A,1
1009,O,2,2,DRY,CLASE B-C,1
1010,O,2,2,DRY,CLASE A,1
1011,D,2,2,DRY,CLASE A,1
1012,O,2,2,DRY,CLASE B-C,1
1013,O,2,2,DRY,CLASE B-C,1
1014,O,2,2,DRY,CLASE B-C,1
1015,O,2,2,DRY,CLASE B-C,1
1016,O,2,2,DRY,CLASE B-C,1
1017,O,2,2,DRY,CLASE B-C,1
1018,O,2,2,DRY,CLASE B-C,1
1019,I,2,2,DRY,INSPECTION,1
1020,O,2,2,DRY,CLASE B-C,1
1021,O,2,2,DRY,CLASE B-C,1
1022,O,2,2,DRY,CLASE B-C,1
1023,O,2,2,DRY,CLASE B-C,1
1024,O,2,2,DRY,CLASE B-C,1
1025,D,2,2,DRY,CLASE B-C,1
1026,O,2,2,DRY,CLASE B-C,1
1027,D,2,2,DRY,CLASE B-C,1
1028,O,2,2,DRY,CLASE B-C,1
1029,O,2,2,DRY,CLASE B-C,1
1030,O,2,2,DRY,CLASE B-C,1
1031,O,2,2,DRY,CLASE B-C,1
1032,O,2,2,DRY,CLASE B-C,1
1033,O,2,2,DRY,CLASE B-C,1
1034,O,2,2,DRY,CLASE B-C,1
1035,O,2,2,DRY,CLASE B-C,1
1036,O,2,2,DRY,CLASE B-C,1
1037,O,2,2,DRY,CLASE B-C,1
1038,O,2,2,DRY,CLASE B-C,1
1039,O,2,2,DRY,CLASE B-C,1
1040,O,2,2,DRY,CLASE B-C,1
1041,O,2,2,DRY,CLASE B-C,1
1042,O,2,2,DRY,CLASE B-C,1
1043,O,2,2,DRY,CLASE B-C,1
1044,O,2,2,DRY,CLASE B-C,1
1045,O,2,2,DRY,CLASE B-C,1
1046,O,2,2,DRY,CLASE B-C,1
1047,O,2,2,DRY,CLASE B-C,1
1048,O,2,2,DRY,CLASE B-C,1
1049,I,2,2,DRY,CLASE B-C,1
1050,O,2,2,DRY,CLASE B-C,1
1051,D,2,2,DRY,CLASE B-C,1
1052,O,2,2,DRY,CLASE B-C,1
1053,O,2,2,DRY,CLASE B-C,1
1054,O,2,2,DRY,CLASE B-C,1
1055,O,2,2,DRY,CLASE B-C,1
1056,D,2,2,DRY,CLASE B-C,1
1057,O,2,2,DRY,CLASE B-C,1
1058,O,2,2,DRY,CLASE B-C,1
1059,O,2,2,DRY,CLASE B-C,1
1060,O,2,2,DRY,CLASE B-C,1
1061,O,2,2,DRY,CLASE B-C,1
1062,O,2,2,DRY,CLASE B-C,1
1063,I,2,2,DRY,INSPECTION,1
1064,D,2,2,DRY,CLASE B-C,1
1065,O,2,2,DRY,CLASE B-C,1
1066,O,2,2,DRY,CLASE B-C,1
1067,O,2,2,DRY,CLASE B-C,1
1068,O,2,2,DRY,CLASE B-C,1
1069,O,2,2,DRY,CLASE B-C,1
1070,D,2,2,DRY,CLASE B-C,1
1071,O,2,2,DRY,CLASE B-C,1
1072,O,2,2,DRY,CLASE B-C,1
1073,O,2,2,DRY,CLASE B-C,1
1074,O,2,2,DRY,CLASE A,1
1075,O,2,2,DRY,CLASE B-C,1
1076,O,2,2,DRY,CLASE B-C,1
1077,O,2,2,DRY,CLASE B,1
1078,O,2,2,DRY,CLASE B,1
1079,O,2,2,DRY,CLASE A,1
1080,O,2,2,DRY,CLASE B-C,1
1081,O,2,2,DRY,CLASE B-C,1
1082,O,2,2,DRY,CLASE B-C,1
1083,O,2,2,DRY,CLASE A,1
1084,O,2,2,DRY,CLASE B,1
1085,O,2,2,DRY,CLASE B-C,1
1086,O,2,2,DRY,CLASE B-C,1
1087,O,2,2,DRY,CLASE B-C,1
1088,O,2,2,DRY,CLASE B-C,1
1089,D,2,2,DRY,CLASE B-C,1
1090,O,2,2,DRY,CLASE B-C,1
1091,O,2,2,DRY,CLASE B-C,1
1092,O,2,2,DRY,CLASE B-C,1
1093,I,2,1,DRY,INSPECTION,1
1094,I,2,1,DRY,INSPECTION,1
1095,I,2,2,DRY,INSPECTION,1
1096,O,2,2,DRY,CLASE B-C,1
1097,I,2,2,DRY,INSPECTION,1
1098,O,2,2,DRY,CLASE B-C,1
1099,O,2,2,DRY,CLASE B-C,1
1100,O,2,2,DRY,CLASE B-C,1
1101,O,2,2,DRY,CLASE B-C,1
1102,I,2,2,DRY,INSPECTION,1
1103,I,2,2,DRY,INSPECTION,1
1104,O,2,2,DRY,CLASE B-C,1
1105,O,2,2,DRY,CLASE B-C,1
1106,D,2,2,DRY,CLASE B-C,1
1107,O,2,2,DRY,CLASE B-C,1
1108,O,2,2,DRY,CLASE B-C,1
1109,D,2,2,DRY,CLASE B-C,1
1110,D,2,2,DRY,CLASE B-C,1
1111,O,2,2,DRY,CLASE B-C,1
1112,O,2,2,DRY,CLASE B-C,1
1113,O,2,2,DRY,CLASE B-C,1
1114,O,2,2,DRY,CLASE B-C,1
1115,O,2,2,DRY,CLASE B-C,1
1116,O,2,2,DRY,CLASE B-C,1
1117,O,2,2,DRY,CLASE B-C,1
1118,I,2,2,DRY,INSPECTION,1
1119,D,2,2,DRY,CLASE B-C,1
1120,O,2,2,DRY,CLASE B-C,1
1121,O,2,2,DRY,CLASE B-C,1
1122,O,2,2,DRY,CLASE B-C,1
1123,O,2,2,DRY,CLASE B-C,1
1124,I,2,2,DRY,CLASE B-C,1
1125,O,2,2,DRY,CLASE B-C,1
1126,O,2,2,DRY,CLASE B-C,1
1127,O,2,2,DRY,CLASE B-C,1
1128,D,2,2,DRY,CLASE B-C,1
1129,O,2,2,DRY,CLASE B-C,1
1130,D,2,2,DRY,CLASE B-C,1
1131,O,2,2,DRY,CLASE B-C,1
1132,I,2,2,DRY,INSPECTION,1
1133,D,2,2,DRY,CLASE D,1
1134,O,2,2,DRY,CLASE B-C,1
1135,O,2,2,DRY,CLASE B-C,1
1136,O,2,2,DRY,CLASE B-C,1
1137,O,2,2,DRY,CLASE B-C,1
1138,I,2,2,DRY,INSPECTION,1
1139,D,2,2,DRY,CLASE B-C,1
1140,O,2,2,DRY,CLASE B-C,1
1141,D,2,2,DRY,CLASE B-C,1
1142,O,2,2,DRY,CLASE B-C,1
1143,O,2,2,DRY,CLASE B-C,1
1144,O,2,2,DRY,CLASE B-C,1
1145,O,2,2,DRY,CLASE B-C,1
1146,O,2,2,DRY,CLASE B-C,1
1147,O,2,2,DRY,CLASE B-C,1
1148,D,2,2,DRY,CLASE B-C,1
1149,O,2,2,DRY,CLASE B-C,1
1150,O,2,2,DRY,CLASE B-C,1
1151,D,2,2,DRY,CLASE B-C,1
1152,O,2,2,DRY,CLASE B-C,1
1153,O,2,2,DRY,CLASE B-C,1
1154,O,2,2,DRY,CLASE B-C,1
1155,O,2,2,DRY,CLASE B-C,1
1156,D,2,2,DRY,CLASE B-C,1
1157,O,2,2,DRY,CLASE B-C,1
1158,O,2,2,DRY,CLASE B-C,1
1159,O,2,2,DRY,CLASE B-C,1
1160,O,2,2,DRY,CLASE B-C,1
1161,O,2,2,DRY,CLASE B-C,1
1162,O,2,2,DRY,CLASE B-C,1
1163,O,2,2,DRY,CLASE B-C,1
1164,O,2,2,DRY,CLASE B-C,1
1165,O,2,2,DRY,CLASE B-C,1
1166,O,2,2,DRY,CLASE B-C,1
1167,D,2,2,DRY,CLASE B-C,1
1168,O,2,2,DRY,CLASE B-C,1
1169,O,2,2,DRY,CLASE B-C,1
1170,O,2,2,DRY,CLASE B-C,1
1171,O,2,2,DRY,CLASE B-C,1
1172,O,2,2,DRY,CLASE B-C,1
1173,O,2,2,DRY,CLASE B-C,1
1174,O,2,2,DRY,CLASE B-C,1
1175,O,2,2,DRY,CLASE B-C,1
1176,O,2,2,DRY,CLASE B-C,1
1177,I,2,1,DRY,INSPECTION,1
1178,O,2,2,DRY,CLASE B-C,1
1179,O,2,2,DRY,CLASE B-C,1
1180,O,2,2,DRY,CLASE B-C,1
1181,O,2,2,DRY,CLASE B-C,1
1182,O,2,2,DRY,CLASE B-C,1
1183,O,2,2,DRY,CLASE B-C,1
1184,O,2,2,DRY,CLASE B-C,1
1185,O,2,2,DRY,CLASE B-C,1
1186,I,2,1,DRY,INSPECTION,1
1187,O,2,2,DRY,CLASE B-C,1
1188,O,2,2,DRY,CLASE B-C,1
1189,O,2,2,DRY,CLASE B-C,1
1190,O,2,2,DRY,CLASE B-C,1
1191,O,2,2,DRY,CLASE B-C,1
1192,O,2,2,DRY,CLASE B-C,1
1193,O,2,2,DRY,CLASE B-C,1
1194,D,2,2,DRY,CLASE B-C,1
1195,O,2,2,DRY,CLASE B-C,1
1196,O,2,2,DRY,CLASE B-C,1
1197,O,2,2,DRY,CLASE B-C,1
1198,O,2,2,DRY,CLASE B-C,1
1199,O,2,2,DRY,CLASE B-C,1
1200,O,2,2,DRY,CLASE B-C,1
1201,O,2,2,DRY,CLASE B-C,1
1202,O,2,2,DRY,CLASE B-C,1
1203,O,2,2,DRY,CLASE B-C,1
1204,O,2,2,DRY,CLASE B-C,1
1205,O,2,2,DRY,CLASE B-C,1
1206,O,2,2,DRY,CLASE B-C,1
1207,D,2,2,DRY,CLASE B-C,1
1208,O,2,2,DRY,CLASE B-C,1
1209,O,2,2,DRY,CLASE B-C,1
1210,O,2,2,DRY,CLASE B-C,1
1211,D,2,2,DRY,CLASE B-C,1
1212,O,2,2,DRY,CLASE B-C,1
1213,O,2,2,DRY,CLASE B-C,1
1214,O,2,2,DRY,CLASE B-C,1
1215,O,2,2,DRY,CLASE B-C,1
1216,D,2,2,DRY,CLASE B-C,1
1217,O,2,2,DRY,CLASE B-C,1
1218,O,2,2,DRY,CLASE B-C,1
1219,D,2,2,DRY,CLASE B-C,1
1220,O,2,2,DRY,CLASE B-C,1
1221,O,2,2,DRY,CLASE B-C,1
1222,D,2,2,DRY,CLASE B-C,1
1223,O,2,2,DRY,CLASE B-C,1
1224,O,2,2,DRY,CLASE D,1
1225,D,2,2,DRY,CLASE B-C,1
1226,O,2,2,DRY,CLASE B-C,1
1227,O,2,2,DRY,CLASE B-C,1
1228,O,2,2,DRY,CLASE B-C,1
1229,O,2,2,DRY,CLASE B-C,1
1230,O,2,2,DRY,CLASE B-C,1
1231,O,2,2,DRY,CLASE B-C,1
1232,O,2,2,DRY,CLASE B-C,1
1233,O,2,2,DRY,CLASE B-C,1
1234,O,2,2,DRY,CLASE B-C,1
1235,O,2,2,DRY,CLASE B-C,1
1236,O,2,2,DRY,CLASE B-C,1
1237,O,2,2,DRY,CLASE B-C,1
1238,O,2,2,DRY,CLASE B-C,1
1239,O,2,2,DRY,CLASE B-C,1
1240,O,2,2,DRY,CLASE B-C,1
1241,O,2,2,DRY,CLASE B-C,1
1242,O,2,2,DRY,CLASE B-C,1
1243,O,2,2,DRY,CLASE B-C,1
1244,O,2,2,DRY,CLASE B-C,1
1245,O,2,2,DRY,CLASE B-C,1
1246,O,2,2,DRY,CLASE B-C,1
1247,O,2,2,DRY,CLASE B-C,1
1248,O,2,2,DRY,CLASE B-C,1
1249,O,2,2,DRY,CLASE B-C,1
1250,I,2,2,DRY,INSPECTION,1
1251,O,2,2,DRY,CLASE B-C,1
1252,O,2,2,DRY,CLASE B-C,1
1253,O,2,2,DRY,CLASE B-C,1
1254,D,2,2,DRY,CLASE B-C,1
1255,O,2,2,DRY,CLASE B-C,1
1256,O,2,2,DRY,CLASE B-C,1
1257,O,2,2,DRY,CLASE B-C,1
1258,O,2,2,DRY,CLASE B-C,1
1259,O,2,2,DRY,CLASE B-C,1
1260,D,2,2,DRY,CLASE B-C,1
1261,O,2,2,DRY,CLASE B-C,1
1262,I,2,2,DRY,INSPECTION,1
1263,O,2,2,DRY,CLASE B-C,1
1264,O,2,2,DRY,CLASE B-C,1
1265,O,2,2,DRY,CLASE B-C,1
1266,O,2,2,DRY,CLASE B-C,1
1267,O,2,2,DRY,CLASE B-C,1
