Unnamed: 0,Condition,Owner_in,Size_in,Type_in,Quality_in,Owner_out,Size_out,Type_out,Quality_out,DaysInDeposit,week
702,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
703,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
704,O,7,2,DRY,CLASE A,2,2,DRY,CLASE B-C,31,5
705,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
706,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,33,5
707,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
708,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
709,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
710,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
711,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
712,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,30,5
713,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
714,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
715,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
716,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
717,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
718,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,29,5
719,O,7,2,DRY,CLASE B,2,1,DRY,INSPECTION,26,5
720,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,33,5
721,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
722,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,27,5
723,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
724,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,27,5
725,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
726,D,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,26,5
727,I,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,27,5
728,I,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,31,5
729,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,33,5
730,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,32,5
731,D,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,27,5
732,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
733,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
734,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
735,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
736,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
737,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
738,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,19,5
739,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,15,5
740,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,22,5
741,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,23,5
742,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,27,5
743,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,26,5
744,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,30,5
745,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,27,5
746,O,7,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,26,5
747,O,7,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,26,5
748,O,7,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,22,5
749,O,7,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,21,5
750,O,7,2,DRY,CLASE B-C,4,2,DRY,INSPECTION,26,5
751,O,7,2,DRY,CLASE B-C,4,1,DRY,CLASE D,20,5
752,O,7,2,DRY,CLASE B-C,4,1,DRY,CLASE B-C,20,5
753,D,7,2,DRY,CLASE B-C,4,1,DRY,INSPECTION,20,5
754,O,7,2,DRY,CLASE B-C,4,1,DRY,CLASE B-C,20,5
755,O,7,2,DRY,CLASE B-C,4,1,DRY,CLASE B-C,20,5
756,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
757,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,19,5
758,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
759,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
760,D,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,19,5
761,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
762,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
763,O,7,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,14,5
764,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
765,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
766,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
767,D,7,2,RF,CLASE B-C,2,2,DRY,INSPECTION,21,5
768,O,7,2,RF,CLASE B-C,2,2,DRY,INSPECTION,22,5
769,O,7,2,RF,CLASE B-C,2,2,DRY,INSPECTION,20,5
770,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
771,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,19,5
772,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,18,5
773,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,22,5
774,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,22,5
775,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,22,5
776,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
777,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,18,5
778,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
779,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
780,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
781,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
782,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
783,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
784,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
785,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,16,5
786,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,22,5
787,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,20,5
788,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,21,5
789,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
790,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
791,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,16,5
792,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,18,5
793,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,20,5
794,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
795,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
796,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,21,5
797,O,7,2,DRY,CLASE B-C,2,2,DRY,INSPECTION,22,5
798,D,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
799,O,7,2,DRY,CLASE B-C,5,1,DRY,INSPECTION,19,5
800,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
801,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
802,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
803,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,24,5
804,O,7,2,DRY,CLASE B-C,5,1,DRY,INSPECTION,19,5
805,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
806,O,7,2,DRY,CLASE D,5,2,DRY,CLASE B-C,22,5
807,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
808,O,7,2,DRY,CLASE B-C,5,2,DRY,INSPECTION,22,5
809,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
810,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,22,5
811,O,7,2,DRY,CLASE D,5,2,DRY,CLASE B-C,22,5
812,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
813,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
814,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
815,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
816,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
817,I,7,2,DRY,INSPECTION,3,2,DRY,CLASE B-C,19,5
818,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,1,5
819,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,18,5
820,O,7,2,DRY,CLASE D,3,2,DRY,CLASE B-C,20,5
821,D,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,20,5
822,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,19,5
823,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,10,5
824,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
825,I,7,2,DRY,INSPECTION,4,1,DRY,CLASE B-C,7,5
826,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,8,5
827,O,7,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,7,5
828,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,7,5
829,O,7,2,RF,CLASE B-C,2,1,DRY,INSPECTION,8,5
830,O,7,2,RF,CLASE B-C,2,1,DRY,INSPECTION,7,5
831,O,7,2,RF,CLASE B-C,2,1,DRY,INSPECTION,7,5
832,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,7,5
833,O,7,2,RF,CLASE B-C,2,1,DRY,INSPECTION,7,5
834,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,8,5
835,O,7,2,RF,CLASE B-C,2,1,DRY,INSPECTION,7,5
836,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,8,5
837,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,7,5
838,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,7,5
839,D,7,2,RF,CLASE B-C,5,2,DRY,CLASE B-C,7,5
840,O,7,2,RF,CLASE B-C,5,2,DRY,CLASE B-C,7,5
841,O,7,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,2,5
842,O,7,2,DRY,CLASE B-C,1,1,DRY,CLASE B-C,9,5
843,O,7,2,DRY,CLASE B,1,1,DRY,CLASE B-C,9,5
844,O,7,2,DRY,CLASE B,1,1,DRY,CLASE B-C,9,5
845,O,7,2,DRY,CLASE B-C,2,1,DRY,INSPECTION,9,5
846,O,7,2,RF,CLASE B-C,3,2,DRY,CLASE A,5,5
847,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,2,5
848,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,2,5
849,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
850,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
851,O,7,2,DRY,CLASE A,6,2,RF,CLASE B-C,5,5
852,D,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,5,5
853,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,5,5
854,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
855,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
856,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
857,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,6,5
858,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
859,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE A,3,5
860,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
861,D,7,2,DRY,CLASE D,7,2,DRY,CLASE B-C,5,5
862,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
863,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
864,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
865,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
866,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
867,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
868,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
869,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
870,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
871,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
872,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
873,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
874,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
875,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
876,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
877,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
878,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,5,5
879,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
880,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
881,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,5,5
882,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
883,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
884,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
885,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
886,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
887,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,1,5
888,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
889,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
890,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
891,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
892,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
893,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
894,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
895,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
896,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
897,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
898,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
899,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
900,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
901,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,1,5
902,O,7,2,DRY,CLASE A,7,2,DRY,CLASE B-C,5,5
903,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
904,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
905,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
906,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
907,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,1,5
908,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
909,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
910,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,5,5
911,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
912,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
913,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
914,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
915,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
916,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
917,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
918,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
919,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
920,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
921,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
922,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
923,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
924,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,4,5
925,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
926,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
927,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
928,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
929,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,1,5
930,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
931,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
932,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
933,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,1,5
934,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
935,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
936,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
937,O,7,2,DRY,CLASE A,7,2,DRY,CLASE B-C,7,5
938,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
939,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
940,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
941,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
942,O,7,2,DRY,CLASE B,7,2,DRY,CLASE B-C,6,5
943,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
944,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE A,6,5
945,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
946,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
947,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
948,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
949,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
950,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
951,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
952,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
953,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
954,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
955,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
956,I,7,2,DRY,CLASE B-C,7,2,DRY,CLASE D,1,5
957,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
958,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
959,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
960,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
961,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
962,I,7,2,DRY,INSPECTION,7,2,DRY,CLASE B,1,5
963,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
964,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
965,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
966,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
967,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
968,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
969,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
970,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
971,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
972,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
973,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
974,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
975,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
976,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
977,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
978,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
979,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
980,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
981,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
982,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
983,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
984,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
985,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
986,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
987,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
988,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
989,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
990,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
991,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
992,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
993,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
994,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,2,5
995,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
996,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
997,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
998,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
999,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1000,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B,1,5
1001,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,6,5
1002,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,5,5
1003,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,5,5
1004,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,5,5
1005,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1006,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1007,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1008,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1009,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1010,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,4,5
1011,D,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1012,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1013,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1014,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1015,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1016,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1017,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,1,5
1018,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1019,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1020,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1021,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1022,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,130,5
1023,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,112,5
1024,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,84,5
1025,O,7,2,DRY,CLASE B-C,2,2,RF,CLASE B-C,81,5
1026,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,79,5
1027,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,76,5
1028,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,76,5
1029,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,76,5
1030,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,74,5
1031,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,80,5
1032,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,64,5
1033,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,74,5
1034,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE D,64,5
1035,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,62,5
1036,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,69,5
1037,D,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,63,5
1038,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,63,5
1039,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,62,5
1040,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,64,5
1041,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,63,5
1042,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,62,5
1043,I,7,2,DRY,INSPECTION,4,2,DRY,CLASE B-C,62,5
1044,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,53,5
1045,O,7,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,56,5
1046,O,7,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
1047,O,7,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
1048,O,7,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,63,5
1049,O,7,2,DRY,CLASE B-C,4,2,DRY,CLASE B-C,62,5
1050,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,62,5
1051,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,60,5
1052,O,7,2,DRY,CLASE B-C,8,2,RF,CLASE B-C,56,5
