Unnamed: 0,Condition,Owner_in,Size_in,Type_in,Quality_in,Owner_out,Size_out,Type_out,Quality_out,DaysInDeposit,week
1396,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1397,D,7,2,DRY,CLASE D,2,2,DRY,CLASE B-C,20,5
1398,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1399,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1400,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE D,19,5
1401,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,19,5
1402,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1403,D,7,2,DRY,CLASE D,2,2,DRY,CLASE B-C,20,5
1404,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1405,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1406,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1407,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1408,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1409,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1410,I,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1411,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1412,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1413,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1414,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1415,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1416,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1417,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1418,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1419,O,7,2,DRY,CLASE A,2,2,DRY,CLASE A,21,5
1420,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1421,D,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,21,5
1422,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1423,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,23,5
1424,O,7,2,DRY,CLASE B-C,5,2,DRY,CLASE B-C,23,5
1425,O,7,2,DRY,CLASE B-C,5,2,DRY,INSPECTION,25,5
1426,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,15,5
1427,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,27,5
1428,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,24,5
1429,D,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,26,5
1430,D,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,25,5
1431,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,19,5
1432,O,7,2,DRY,CLASE A,3,2,DRY,CLASE B-C,19,5
1433,O,7,2,DRY,CLASE B,3,2,DRY,CLASE B-C,24,5
1434,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,24,5
1435,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,1,5
1436,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,24,5
1437,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,1,5
1438,D,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,24,5
1439,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,22,5
1440,O,7,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,16,5
1441,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,21,5
1442,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1443,D,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,20,5
1444,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,23,5
1445,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,23,5
1446,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,23,5
1447,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,22,5
1448,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1449,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1450,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1451,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1452,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1453,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,21,5
1454,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1455,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1456,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,21,5
1457,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,19,5
1458,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,19,5
1459,D,6,2,DRY,INSPECTION,1,2,DRY,CLASE B-C,19,5
1460,I,1,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,18,5
1461,I,1,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1462,O,6,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1463,I,6,2,DRY,INSPECTION,6,1,DRY,INSPECTION,13,5
1464,D,1,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1465,I,6,2,DRY,INSPECTION,6,1,DRY,INSPECTION,14,5
1466,D,6,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1467,O,6,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1468,O,6,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,11,5
1469,O,6,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1470,D,1,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1471,D,9,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,14,5
1472,O,9,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,12,5
1473,D,9,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1474,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1475,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,16,5
1476,D,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,13,5
1477,I,1,2,DRY,INSPECTION,7,2,DRY,CLASE B-C,15,5
1478,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,16,5
1479,D,1,2,DRY,CLASE D,7,2,DRY,CLASE B-C,13,5
1480,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,13,5
1481,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1482,O,6,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,12,5
1483,O,9,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1484,O,9,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,15,5
1485,I,9,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,13,5
1486,O,6,2,DRY,CLASE B-C,9,2,RF,CLASE B-C,9,5
1487,D,6,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,11,5
1488,D,6,2,DRY,CLASE B-C,9,1,DRY,CLASE B,11,5
1489,O,9,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,11,5
1490,O,9,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,10,5
1491,O,9,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,13,5
1492,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,14,5
1493,O,6,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,9,5
1494,O,6,2,DRY,CLASE B-C,2,2,RF,CLASE B-C,2,5
1495,D,1,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,9,5
1496,O,1,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,10,5
1497,O,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,10,5
1498,D,6,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,10,5
1499,O,6,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,10,5
1500,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1501,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1502,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1503,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1504,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1505,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1506,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,12,5
1507,O,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1508,O,6,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,6,5
1509,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1510,O,6,2,DRY,CLASE B,1,2,RF,CLASE B-C,14,5
1511,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,15,5
1512,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,15,5
1513,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,15,5
1514,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,15,5
1515,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1516,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1517,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,12,5
1518,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,11,5
1519,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,12,5
1520,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1521,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1522,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1523,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,12,5
1524,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1525,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,11,5
1526,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1527,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1528,D,1,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1529,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1530,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1531,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1532,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,11,5
1533,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1534,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,11,5
1535,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1536,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1537,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1538,D,1,2,DRY,CLASE D,1,2,DRY,CLASE B-C,10,5
1539,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1540,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1541,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1542,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1543,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1544,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1545,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1546,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1547,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1548,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1549,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1550,O,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1551,D,6,2,DRY,CLASE B-C,1,2,DRY,CLASE B,10,5
1552,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,11,5
1553,D,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1554,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,10,5
1555,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1556,O,2,2,RF,CLASE A,1,2,DRY,CLASE B-C,9,5
1557,D,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1558,D,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1559,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1560,O,2,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1561,O,2,2,RF,CLASE B-C,1,2,DRY,CLASE B-C,9,5
1562,O,2,2,RF,CLASE B-C,8,2,DRY,CLASE B-C,3,5
1563,O,2,2,RF,CLASE B-C,6,2,RF,CLASE B-C,2,5
1564,D,2,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1565,D,2,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1566,O,2,2,RF,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1567,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1568,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1569,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1570,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1571,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1572,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1573,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1574,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1575,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1576,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1577,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1578,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1579,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1580,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1581,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1582,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1583,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1584,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1585,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1586,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1587,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1588,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1589,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1590,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1591,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1592,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1593,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1594,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1595,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1596,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1597,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE A,6,5
1598,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1599,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1600,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1601,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1602,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1603,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1604,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1605,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1606,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1607,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1608,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1609,D,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1610,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1611,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1612,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1613,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1614,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1615,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1616,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1617,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1618,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1619,D,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1620,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1621,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B,6,5
1622,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1623,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1624,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1625,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1626,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1627,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1628,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1629,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1630,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1631,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1632,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1633,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1634,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1635,O,2,2,RF,CLASE B,7,2,DRY,CLASE B-C,9,5
1636,O,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,6,5
1637,D,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1638,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1639,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1640,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1641,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1642,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1643,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1644,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1645,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1646,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE D,7,5
1647,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1648,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1649,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1650,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1651,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1652,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1653,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1654,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1655,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1656,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1657,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1658,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1659,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1660,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1661,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1662,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1663,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1664,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1665,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1666,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1667,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1668,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1669,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1670,I,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1671,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,9,5
1672,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1673,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1674,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,1,5
1675,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1676,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1677,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1678,O,2,2,DRY,CLASE B-C,1,2,DRY,CLASE D,10,5
1679,O,2,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,10,5
1680,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1681,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1682,I,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,8,5
1683,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1684,O,2,2,RF,CLASE B,7,2,DRY,CLASE B-C,4,5
1685,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1686,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1687,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1688,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1689,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1690,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1691,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1692,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1693,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1694,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1695,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1696,D,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1697,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1698,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1699,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1700,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1701,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1702,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1703,O,2,2,RF,CLASE A,7,2,DRY,CLASE B-C,7,5
1704,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1705,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,3,5
1706,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1707,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1708,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1709,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1710,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1711,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1712,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1713,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1714,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1715,I,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1716,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1717,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1718,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1719,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,5,5
1720,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1721,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1722,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1723,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1724,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1725,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1726,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1727,O,2,2,DRY,CLASE D,7,2,DRY,CLASE B-C,7,5
1728,D,2,2,DRY,CLASE B,7,2,DRY,CLASE B-C,5,5
1729,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1730,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,8,5
1731,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1732,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1733,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1734,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1735,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1736,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,6,5
1737,O,2,2,RF,CLASE B-C,7,2,DRY,CLASE B-C,4,5
1738,O,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,7,5
1739,D,2,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,6,5
